		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001000111  230  247  242  239  224  227  239  233  4.604731 0.798866 SUCCESS  32
001001011  239  255  263  248  259  243  272  248  6.483695 0.593217 SUCCESS  33
001001101  239  225  222  235  229  255  232  245  6.183950 0.626635 SUCCESS  34
001001111  218  223  234  271  239  255  259  234 10.260687 0.247204 SUCCESS  35
001010011  283  233  234  231  249  213  242  231 13.045239 0.110303 SUCCESS  36
001010101  262  252  249  253  227  291  236  235 13.234830 0.104021 SUCCESS  37
001010111  244  221  255  245  238  269  219  220 10.690709 0.219847 SUCCESS  38
001011011  215  229  254  245  239  263  250  252  7.009042 0.535657 SUCCESS  39
001011101  233  272  252  198  241  275  253  258 18.322012 0.018938 SUCCESS  40
001011111  233  241  245  232  242  247  247  232  1.903854 0.983819 SUCCESS  41
001100101  251  242  269  236  233  246  249  229  4.729713 0.786035 SUCCESS  42
001100111  266  234  249  260  237  253  249  242  4.298632 0.829225 SUCCESS  43
001101011  222  214  258  250  254  241  258  250  8.296990 0.405010 SUCCESS  44
001101101  257  226  222  252  245  252  247  251  4.932014 0.764817 SUCCESS  45
001101111  246  272  250  272  235  257  239  239  8.022666 0.431259 SUCCESS  46
001110101  223  242  250  256  245  226  234  263  5.992241 0.648101 SUCCESS  47
001110111  262  252  235  213  226  217  246  262 11.951118 0.153398 SUCCESS  48
001111011  246  232  243  241  239  229  232  218  5.279421 0.727336 SUCCESS  49
001111101  224  237  249  248  242  245  262  264  5.144907 0.741982 SUCCESS  50
001111111  261  275  247  238  221  252  219  263 12.151301 0.144580 SUCCESS  51
010000011  264  257  246  264  254  228  252  261  7.048231 0.531438 SUCCESS  52
010000111  235  282  224  254  258  229  278  244 15.205941 0.055263 SUCCESS  53
010001011  227  235  240  243  269  237  231  269  7.860613 0.447203 SUCCESS  54
010001111  233  244  264  239  210  245  234  240  7.752578 0.458005 SUCCESS  55
010010011  237  252  251  257  250  270  237  260  5.645893 0.686828 SUCCESS  56
010010111  246  242  271  239  255  264  259  245  6.320583 0.611370 SUCCESS  57
010011011  237  248  209  234  224  258  226  255 10.364485 0.240370 SUCCESS  58
010011111  245  228  255  272  232  252  223  244  7.674199 0.465925 SUCCESS  59
010100011  248  231  235  217  223  246  255  236  6.949729 0.542066 SUCCESS  60
010100111  274  233  247  246  235  236  229  230  6.802504 0.558083 SUCCESS  61
010101011  271  250  233  227  251  260  220  271 11.766823 0.161915 SUCCESS  62
010101111  254  248  251  253  238  269  215  218 10.276574 0.246148 SUCCESS  63
010110011  239  255  236  250  242  223  274  259  7.666785 0.466677 SUCCESS  64
010110111  222  229  244  240  239  265  254  244  5.485959 0.704595 SUCCESS  65
010111011  229  230  278  217  246  277  233  238 15.070367 0.057792 SUCCESS  66
010111111  221  241  237  245  229  230  235  229  5.661781 0.685058 SUCCESS  67
011000111  215  247  246  198  225  213  236  240 18.663064 0.016769 SUCCESS  68
011001111  255  245  242  269  232  205  261  253 11.793302 0.160667 SUCCESS  69
011010111  229  243  229  273  257  249  230  237  7.339502 0.500485 SUCCESS  70
011011111  259  264  235  281  255  270  237  260 13.344983 0.100518 SUCCESS  71
011101111  258  251  251  234  257  249  239  258  3.380334 0.908276 SUCCESS  72
011111111  248  288  270  276  226  262  234  251 18.740383 0.016311 SUCCESS  73
100000000  257  249  268  233  233  254  253  260  6.081211 0.638135 SUCCESS  74
100010000  226  234  224  263  246  233  237  255  6.306814 0.612906 SUCCESS  75
100100000  256  249  223  230  232  238  220  226  8.073506 0.426323 SUCCESS  76
100101000  258  249  244  236  242  260  247  227  3.560392 0.894452 SUCCESS  77
100110000  249  238  243  249  255  265  215  234  6.741073 0.564809 SUCCESS  78
100111000  262  228  250  229  259  252  256  257  6.070620 0.639322 SUCCESS  79
101000000  251  252  275  241  265  238  241  232  7.212402 0.513899 SUCCESS  80
101000100  210  250  221  260  273  242  248  254 12.441513 0.132565 SUCCESS  81
101001000  229  246  232  227  271  247  254  237  6.572665 0.583359 SUCCESS  82
101001100  265  247  253  254  253  207  255  226 10.693886 0.219654 SUCCESS  83
101010000  263  260  273  259  253  240  227  260  9.762878 0.282065 SUCCESS  84
101010100  241  281  231  264  237  257  261  230 11.174749 0.191993 SUCCESS  85
101011000  211  196  235  235  260  262  254  251 18.201267 0.019767 SUCCESS  86
101011100  234  242  240  248  249  280  238  259  7.238881 0.511092 SUCCESS  87
101100000  260  229  234  235  233  226  269  248  7.425295 0.491517 SUCCESS  88
101100100  246  262  246  202  213  264  254  257 15.794838 0.045413 SUCCESS  89
101101000  212  238  227  246  301  244  238  269 22.273767 0.004433 FAILURE  90
101101100  241  235  238  217  199  250  259  246 13.395823 0.098937 SUCCESS  91
101110000  209  229  239  232  231  246  248  241  7.780116 0.455239 SUCCESS  92
101110100  245  239  265  268  246  267  255  265  8.954733 0.346129 SUCCESS  93
101111000  250  245  260  260  254  242  209  263  9.453601 0.305486 SUCCESS  94
101111100  271  233  224  271  260  252  225  231 11.970183 0.152539 SUCCESS  95
110000000  271  227  232  235  222  228  230  243  9.304258 0.317283 SUCCESS  96
110000010  241  234  258  219  260  254  263  259  7.893447 0.443947 SUCCESS  97
110000100  258  251  226  255  270  247  240  226  7.244177 0.510532 SUCCESS  98
110001000  243  256  239  250  230  236  254  240  2.470509 0.963092 SUCCESS  99
110001010  225  253  227  249  244  239  274  246  7.134024 0.522244 SUCCESS 100
110010000  240  274  224  237  235  261  236  242  7.642424 0.469155 SUCCESS 101
110010010  243  246  245  256  254  239  265  252  3.254293 0.917401 SUCCESS 102
110010100  243  237  251  236  222  225  218  230  8.060796 0.427554 SUCCESS 103
110011000  257  270  232  221  233  240  243  239  7.140379 0.521565 SUCCESS 104
110011010  245  275  260  244  255  253  272  261 10.442864 0.235307 SUCCESS 105
110100000  235  247  252  249  268  230  242  241  4.071970 0.850572 SUCCESS 106
110100010  229  254  242  235  255  252  224  275  8.272629 0.407302 SUCCESS 107
110100100  254  245  261  245  287  245  260  248 10.548780 0.228599 SUCCESS 108
110101000  240  228  268  229  236  219  237  251  7.927340 0.440600 SUCCESS 109
110101010  250  279  215  238  261  226  245  266 13.680739 0.090476 SUCCESS 110
110101100  234  219  239  235  262  230  256  262  7.722921 0.460993 SUCCESS 111
110110000  258  229  212  241  229  251  243  245  7.376573 0.496601 SUCCESS 112
110110010  240  228  268  215  215  232  251  242 11.618540 0.169052 SUCCESS 113
110110100  233  227  241  252  269  246  239  277  9.397465 0.309883 SUCCESS 114
110111000  233  244  228  226  218  225  273  236 11.271133 0.186805 SUCCESS 115
110111010  226  224  268  234  243  260  252  271 10.352834 0.241129 SUCCESS 116
110111100  241  250  239  257  241  251  218  256  4.731832 0.785816 SUCCESS 117
111000000  249  229  244  218  252  238  248  227  5.689319 0.681987 SUCCESS 118
111000010  258  249  234  250  250  227  250  214  6.876646 0.549998 SUCCESS 119
111000100  227  230  226  239  221  239  238  234  6.561014 0.584648 SUCCESS 120
111000110  260  244  251  257  222  222  239  210 11.163098 0.192628 SUCCESS 121
111001000  220  236  243  256  242  270  233  245  6.731540 0.565855 SUCCESS 122
111001010  246  258  237  244  230  260  186  232 17.895167 0.022026 SUCCESS 123
111001100  236  265  237  236  226  235  249  233  4.990269 0.758616 SUCCESS 124
111010000  249  234  242  239  247  233  235  255  2.078617 0.978506 SUCCESS 125
111010010  274  225  244  241  273  240  262  218 13.222120 0.104432 SUCCESS 126
111010100  231  251  263  239  240  221  241  267  7.146734 0.520887 SUCCESS 127
111010110  243  251  237  226  259  240  257  240  3.596404 0.891580 SUCCESS 128
111011000  243  244  249  236  248  247  248  232  1.170910 0.996921 SUCCESS 129
111011010  232  226  232  273  250  256  236  245  7.196515 0.515586 SUCCESS 130
111011100  224  250  251  231  230  225  263  245  6.699765 0.569345 SUCCESS 131
111100000  271  232  252  242  266  248  258  252  7.134024 0.522244 SUCCESS 132
111100010  230  257  240  273  234  256  234  255  7.119196 0.523829 SUCCESS 133
111100100  218  227  229  256  235  243  234  235  6.845930 0.553343 SUCCESS 134
111100110  254  283  247  258  227  232  261  238 10.897247 0.207590 SUCCESS 135
111101000  255  260  249  262  251  259  223  224  7.767406 0.456514 SUCCESS 136
111101010  234  257  240  216  252  235  227  240  6.490050 0.592512 SUCCESS 137
111101100  243  245  244  238  245  251  237  242  0.605314 0.999725 SUCCESS 138
111101110  232  250  265  256  252  231  266  234  6.666931 0.572957 SUCCESS 139
111110000  269  232  246  246  260  224  243  219  8.737604 0.364913 SUCCESS 140
111110010  224  227  221  269  219  243  215  256 14.716605 0.064896 SUCCESS 141
111110100  258  286  254  242  261  255  236  236 10.943850 0.204901 SUCCESS 142
111110110  251  274  236  253  236  260  249  264  7.716566 0.461635 SUCCESS 143
111111000  259  256  244  234  225  243  256  254  4.534826 0.805939 SUCCESS 144
111111010  242  286  247  241  260  242  210  256 14.142536 0.078125 SUCCESS 145
111111100  247  256  240  252  214  251  237  234  5.661781 0.685058 SUCCESS 146
111111110  248  288  270  276  226  262  234  251 18.740383 0.016311 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  275  236  269  210  248  215  243  263 17.045715 0.029637 SUCCESS   0
000000011  241  234  236  239  255  233  280  275 11.383405 0.180907 SUCCESS   1
000000101  249  239  235  245  241  247  260  275  5.750751 0.675128 SUCCESS   2
000000111  256  234  235  241  262  225  237  258  5.359918 0.718506 SUCCESS   3
000001001  258  275  291  237  238  237  266  269 19.401304 0.012855 SUCCESS   4
000001011  244  252  226  235  253  254  248  250  2.964081 0.936591 SUCCESS   5
000001101  253  235  225  260  241  249  255  244  3.946988 0.861874 SUCCESS   6
000001111  232  268  242  245  259  240  257  226  6.163826 0.628887 SUCCESS   7
000010001  223  239  240  234  238  257  241  252  3.673723 0.885297 SUCCESS   8
000010011  256  287  274  245  215  243  220  248 18.298710 0.019095 SUCCESS   9
000010101  247  255  226  220  238  257  274  256  9.633660 0.291685 SUCCESS  10
000010111  267  235  224  257  243  231  254  237  6.351299 0.607945 SUCCESS  11
000011001  254  227  238  246  233  254  237  244  2.982087 0.935477 SUCCESS  12
000011011  237  238  241  271  255  242  247  245  4.033840 0.854057 SUCCESS  13
000011101  230  248  230  241  234  243  227  228  4.579311 0.801447 SUCCESS  14
000011111  229  268  248  250  253  251  228  257  5.931869 0.654864 SUCCESS  15
000100011  247  236  261  254  255  246  250  245  2.599727 0.956918 SUCCESS  16
000100101  236  273  265  229  281  257  233  281 19.375884 0.012974 SUCCESS  17
000100111  233  257  266  260  236  252  234  207 11.137678 0.194020 SUCCESS  18
000101001  251  231  226  244  237  255  223  241  4.970144 0.760762 SUCCESS  19
000101011  249  243  230  204  234  240  273  256 12.408679 0.133880 SUCCESS  20
000101101  230  232  224  229  249  257  240  242  5.047464 0.752491 SUCCESS  21
000101111  243  241  239  264  228  239  234  253  3.812474 0.873634 SUCCESS  22
000110011  228  224  259  258  240  259  256  248  6.241146 0.620240 SUCCESS  23
000110101  257  230  242  238  262  255  291  263 14.398855 0.071944 SUCCESS  24
000110111  239  231  250  261  263  236  232  254  5.018866 0.755558 SUCCESS  25
000111001  246  251  248  238  247  237  239  234  1.233401 0.996301 SUCCESS  26
000111011  252  224  248  269  261  263  256  250  8.123286 0.421521 SUCCESS  27
000111101  248  238  254  252  225  254  244  232  3.484132 0.900418 SUCCESS  28
000111111  251  250  272  249  242  246  240  230  4.690524 0.790083 SUCCESS  29
001000011  232  257  262  220  238  250  220  232  8.538480 0.382710 SUCCESS  30
001000101  228  213  277  246  226  245  223  247 13.120440 0.107772 SUCCESS  31
001000111  239  232  269  267  243  257  248  233  6.868173 0.550920 SUCCESS  32
001001011  225  268  250  237  268  258  239  238  7.826720 0.450577 SUCCESS  33
001001101  247  265  254  243  269  265  196  236 16.859301 0.031608 SUCCESS  34
001001111  223  251  259  262  241  231  240  233  5.749692 0.675247 SUCCESS  35
001010011  254  257  242  226  256  253  246  239  3.583694 0.892598 SUCCESS  36
001010101  242  253  260  260  241  234  235  241  3.358091 0.909920 SUCCESS  37
001010111  224  252  212  228  240  257  277  219 15.480265 0.050453 SUCCESS  38
001011011  243  254  256  233  266  244  240  242  3.658895 0.886514 SUCCESS  39
001011101  261  249  235  257  232  236  225  240  4.886470 0.769639 SUCCESS  40
001011111  237  245  246  236  227  241  276  237  6.316346 0.611842 SUCCESS  41
001100101  281  222  256  243  223  246  262  253 12.030556 0.149846 SUCCESS  42
001100111  235  243  246  248  231  242  255  217  4.803855 0.778320 SUCCESS  43
001101011  243  223  264  236  268  248  280  237 11.995604 0.151400 SUCCESS  44
001101101  244  259  227  255  256  250  241  240  3.538150 0.896209 SUCCESS  45
001101111  224  260  242  242  242  241  235  245  3.238405 0.918518 SUCCESS  46
001110101  229  254  262  249  225  213  232  228 10.215143 0.250249 SUCCESS  47
001110111  270  267  266  248  244  243  227  239  8.503528 0.385890 SUCCESS  48
001111011  227  217  255  240  230  225  247  237  7.577815 0.475757 SUCCESS  49
001111101  208  228  253  224  229  234  241  250 10.271279 0.246500 SUCCESS  50
001111111  239  235  231  237  237  221  241  235  4.283804 0.830653 SUCCESS  51
010000011  253  250  233  292  268  241  258  258 14.802398 0.063104 SUCCESS  52
010000111  256  263  252  230  241  258  228  224  6.889356 0.548616 SUCCESS  53
010001011  238  221  265  246  220  230  249  242  7.716566 0.461635 SUCCESS  54
010001111  272  235  261  228  255  237  239  252  7.042935 0.532007 SUCCESS  55
010010011  256  248  249  245  240  232  225  257  3.711853 0.882141 SUCCESS  56
010010111  264  253  238  243  240  239  238  268  4.928837 0.765154 SUCCESS  57
010011011  254  284  228  215  240  271  223  230 17.712991 0.023484 SUCCESS  58
010011111  214  256  246  242  227  239  239  229  6.910540 0.546315 SUCCESS  59
010100011  263  236  252  224  244  225  260  238  6.544067 0.586524 SUCCESS  60
010100111  232  235  247  252  250  266  252  241  3.751042 0.878858 SUCCESS  61
010101011  239  258  272  269  260  221  227  238 11.575114 0.171192 SUCCESS  62
010101111  232  263  225  242  220  242  271  237  9.461015 0.304909 SUCCESS  63
010110011  236  205  238  249  244  266  251  253  9.585997 0.295293 SUCCESS  64
010110111  268  245  266  248  260  228  246  256  7.290781 0.505609 SUCCESS  65
010111011  258  253  231  229  251  238  226  227  5.841839 0.664943 SUCCESS  66
010111111  232  240  237  251  231  247  271  228  6.036726 0.643118 SUCCESS  67
011000111  253  269  250  227  235  224  256  234  7.444360 0.489534 SUCCESS  68
011001111  221  240  224  243  216  245  238  238  7.731394 0.460138 SUCCESS  69
011010111  241  217  226  244  247  237  264  227  7.716566 0.461635 SUCCESS  70
011011111  231  251  233  245  240  221  229  253  5.098304 0.747020 SUCCESS  71
011101111  271  255  257  241  254  239  244  238  4.988150 0.758842 SUCCESS  72
011111111  246  221  233  225  219  237  243  230  8.094689 0.424276 SUCCESS  73
100000000  275  236  269  210  247  215  243  263 17.017117 0.029931 SUCCESS  74
100010000  207  234  234  253  221  259  252  260 11.575114 0.171192 SUCCESS  75
100100000  239  243  258  253  284  232  246  256  9.237531 0.322656 SUCCESS  76
100101000  241  226  231  237  236  240  250  266  4.903417 0.767847 SUCCESS  77
100110000  234  239  254  254  237  238  229  266  4.742423 0.784718 SUCCESS  78
100111000  236  224  235  236  233  264  230  246  5.686142 0.682341 SUCCESS  79
101000000  252  271  226  242  231  250  253  249  6.044140 0.642287 SUCCESS  80
101000100  219  219  265  267  236  272  245  259 13.924348 0.083759 SUCCESS  81
101001000  234  228  265  256  220  255  223  240  8.909189 0.350015 SUCCESS  82
101001100  284  256  229  250  238  235  248  225 10.574201 0.227012 SUCCESS  83
101010000  250  263  244  239  248  269  280  229 10.873945 0.208944 SUCCESS  84
101010100  242  246  243  255  211  259  247  264  7.835193 0.449733 SUCCESS  85
101011000  219  254  295  243  259  219  222  264 21.417959 0.006116 FAILURE  86
101011100  250  238  234  249  238  251  243  203  8.370073 0.398180 SUCCESS  87
101100000  228  228  239  256  250  239  245  245  3.175914 0.922838 SUCCESS  88
101100100  215  200  270  246  261  248  231  206 22.852072 0.003559 FAILURE  89
101101000  251  254  221  253  262  227  256  251  6.606558 0.579614 SUCCESS  90
101101100  219  253  230  230  250  248  231  240  5.710503 0.679623 SUCCESS  91
101110000  284  254  225  241  248  255  261  241 10.553017 0.228334 SUCCESS  92
101110100  244  251  247  264  253  233  274  242  6.567369 0.583945 SUCCESS  93
101111000  240  238  255  228  270  251  217  232  8.610504 0.376210 SUCCESS  94
101111100  245  256  240  243  257  241  291  257 11.433185 0.178341 SUCCESS  95
110000000  265  248  236  234  240  234  284  254 10.279752 0.245937 SUCCESS  96
110000010  226  258  225  224  266  263  262  244 10.363426 0.240439 SUCCESS  97
110000100  271  257  239  253  232  259  210  259 11.638664 0.168068 SUCCESS  98
110001000  225  243  250  244  245  249  253  264  3.812474 0.873634 SUCCESS  99
110001010  241  253  244  248  259  240  232  222  4.145053 0.843805 SUCCESS 100
110010000  218  260  269  228  250  213  238  232 12.714778 0.122047 SUCCESS 101
110010010  250  259  254  265  218  239  222  237  8.634864 0.374028 SUCCESS 102
110010100  282  247  221  221  235  235  245  237 11.567700 0.171559 SUCCESS 103
110011000  239  241  241  252  240  254  244  267  3.158968 0.923989 SUCCESS 104
110011010  250  252  244  237  239  227  269  242  4.618501 0.797464 SUCCESS 105
110100000  270  267  234  240  220  250  253  252  8.768320 0.362216 SUCCESS 106
110100010  237  234  250  254  218  254  243  242  4.538004 0.805619 SUCCESS 107
110100100  221  234  251  255  226  246  234  249  5.342971 0.720368 SUCCESS 108
110101000  253  226  259  253  241  231  276  219 10.746845 0.216460 SUCCESS 109
110101010  239  251  255  264  230  246  239  261  4.664045 0.792805 SUCCESS 110
110101100  227  245  249  234  232  225  228  240  5.126901 0.743931 SUCCESS 111
110110000  234  236  221  229  251  262  266  238  7.689028 0.464421 SUCCESS 112
110110010  232  214  257  248  279  261  221  219 16.533078 0.035355 SUCCESS 113
110110100  247  247  235  246  264  231  244  243  2.846513 0.943617 SUCCESS 114
110111000  240  251  253  220  226  273  239  235  8.460102 0.389863 SUCCESS 115
110111010  246  240  241  266  249  248  256  257  3.619706 0.889703 SUCCESS 116
110111100  243  235  251  228  256  273  222  241  7.905098 0.442795 SUCCESS 117
111000000  244  236  235  229  258  241  289  250 11.136619 0.194078 SUCCESS 118
111000010  282  246  259  245  260  257  227  222 12.119526 0.145950 SUCCESS 119
111000100  222  236  263  235  239  239  231  247  5.203161 0.735658 SUCCESS 120
111000110  261  253  233  267  240  263  250  229  6.978326 0.538973 SUCCESS 121
111001000  229  274  271  236  273  257  239  239 12.547430 0.128399 SUCCESS 122
111001010  270  247  236  236  253  247  234  248  4.297573 0.829327 SUCCESS 123
111001100  247  241  244  240  239  240  250  250  0.624379 0.999691 SUCCESS 124
111010000  268  260  237  266  209  231  280  248 17.198235 0.028110 SUCCESS 125
111010010  229  246  250  243  224  228  241  265  5.840780 0.665061 SUCCESS 126
111010100  270  211  244  272  227  240  253  237 12.640637 0.124827 SUCCESS 127
111010110  225  250  236  249  216  213  213  246 13.651083 0.091325 SUCCESS 128
111011000  271  228  256  248  243  234  236  263  7.051409 0.531096 SUCCESS 129
111011010  243  237  225  244  254  237  258  211  7.862731 0.446993 SUCCESS 130
111011100  217  250  259  214  224  244  249  252 10.125113 0.256354 SUCCESS 131
111100000  226  246  233  223  265  249  266  230  8.641219 0.373460 SUCCESS 132
111100010  232  245  258  236  223  242  248  241  3.736214 0.880105 SUCCESS 133
111100100  227  269  256  248  278  261  224  251 12.509300 0.129886 SUCCESS 134
111100110  236  254  237  243  259  211  268  239  9.025697 0.340133 SUCCESS 135
111101000  249  243  251  241  216  244  248  242  3.781758 0.876258 SUCCESS 136
111101010  256  227  246  268  234  246  249  239  4.930955 0.764930 SUCCESS 137
111101100  232  218  263  243  238  221  256  248  8.114813 0.422336 SUCCESS 138
111101110  227  232  236  219  235  239  250  273  8.962147 0.345499 SUCCESS 139
111110000  247  243  226  239  256  234  255  249  3.176973 0.922765 SUCCESS 140
111110010  229  273  257  260  250  235  240  228  7.944287 0.438931 SUCCESS 141
111110100  237  259  256  248  205  211  247  255 13.483734 0.096254 SUCCESS 142
111110110  212  219  246  237  253  245  262  242  8.986508 0.343435 SUCCESS 143
111111000  249  254  240  266  223  232  250  252  5.535740 0.699077 SUCCESS 144
111111010  252  231  255  254  225  227  250  238  5.004038 0.757144 SUCCESS 145
111111100  237  246  237  262  230  229  245  230  4.461744 0.813248 SUCCESS 146
111111110  246  221  233  225  219  237  243  230  8.094689 0.424276 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  220  252  243  237  264  262  239  278 10.949146 0.204597 SUCCESS   0
000000011  247  246  254  228  252  258  224  214  8.203783 0.413822 SUCCESS   1
000000101  242  226  221  241  258  254  253  250  5.426646 0.711153 SUCCESS   2
000000111  244  246  255  222  246  248  257  215  6.964557 0.540461 SUCCESS   3
000001001  226  258  240  235  264  282  253  231 11.446955 0.177637 SUCCESS   4
000001011  248  241  216  232  249  253  253  253  5.180919 0.738076 SUCCESS   5
000001101  235  240  272  254  259  258  237  252  6.360831 0.606882 SUCCESS   6
000001111  246  237  254  255  248  257  247  232  2.567952 0.958487 SUCCESS   7
000010001  252  256  240  256  256  240  248  249  2.363533 0.967791 SUCCESS   8
000010011  213  265  257  230  239  266  237  240  9.923872 0.270410 SUCCESS   9
000010101  238  255  251  226  244  233  238  246  2.950312 0.937437 SUCCESS  10
000010111  207  254  235  240  245  260  271  244 10.808277 0.212801 SUCCESS  11
000011001  217  233  234  256  228  263  238  262  8.796917 0.359717 SUCCESS  12
000011011  247  241  281  246  266  244  258  240  8.767260 0.362309 SUCCESS  13
000011101  277  259  283  250  227  235  252  239 14.034501 0.080871 SUCCESS  14
000011111  259  254  261  260  241  235  219  235  7.046113 0.531666 SUCCESS  15
000100011  230  259  251  241  224  247  235  256  4.725477 0.786474 SUCCESS  16
000100101  226  249  229  255  243  252  251  245  3.434351 0.904224 SUCCESS  17
000100111  221  251  256  235  245  272  258  248  7.590525 0.474455 SUCCESS  18
000101001  241  235  221  255  244  274  237  221  9.422885 0.307886 SUCCESS  19
000101011  250  246  274  243  249  196  231  247 14.625517 0.066849 SUCCESS  20
000101101  230  226  236  243  248  260  273  263  8.695237 0.368654 SUCCESS  21
000101111  235  220  253  262  229  258  251  260  7.558750 0.477714 SUCCESS  22
000110011  212  241  236  246  253  279  231  282 17.002289 0.030085 SUCCESS  23
000110101  250  253  233  263  253  238  243  249  3.112364 0.927109 SUCCESS  24
000110111  249  256  239  262  253  261  233  232  4.850458 0.773433 SUCCESS  25
000111001  221  218  243  204  265  249  236  234 14.644582 0.066436 SUCCESS  26
000111011  286  253  267  248  229  230  237  251 12.273105 0.139428 SUCCESS  27
000111101  268  247  242  238  243  231  252  260  4.693702 0.789756 SUCCESS  28
000111111  239  260  267  238  239  221  222  232  8.628509 0.374596 SUCCESS  29
001000011  253  236  264  246  225  233  241  224  6.133110 0.632324 SUCCESS  30
001000101  254  240  260  249  268  245  223  248  6.026134 0.644304 SUCCESS  31
001000111  243  239  233  220  230  225  234  259  6.873469 0.550344 SUCCESS  32
001001011  219  243  229  236  233  231  284  246 11.934172 0.154165 SUCCESS  33
001001101  233  270  214  261  214  252  241  220 15.026941 0.058624 SUCCESS  34
001001111  239  256  235  232  246  245  233  261  3.433292 0.904305 SUCCESS  35
001010011  243  256  221  250  252  240  250  206  9.653784 0.290171 SUCCESS  36
001010101  244  252  236  214  256  242  243  254  5.422409 0.711620 SUCCESS  37
001010111  243  245  240  232  255  226  224  238  4.471276 0.812300 SUCCESS  38
001011011  212  239  256  244  258  234  265  260  9.244945 0.322056 SUCCESS  39
001011101  248  231  262  227  243  215  270  233 10.349657 0.241337 SUCCESS  40
001011111  227  232  242  252  246  260  254  236  3.922627 0.864036 SUCCESS  41
001100101  268  221  255  236  235  232  237  222  8.725953 0.365939 SUCCESS  42
001100111  240  263  243  242  231  245  234  256  3.370801 0.908982 SUCCESS  43
001101011  259  269  244  246  236  228  236  237  5.449947 0.708579 SUCCESS  44
001101101  240  238  259  277  240  264  243  236  7.777998 0.455451 SUCCESS  45
001101111  251  244  227  240  246  245  225  237  3.297719 0.914310 SUCCESS  46
001110101  274  223  260  216  252  257  256  257 12.355721 0.136024 SUCCESS  47
001110111  291  232  242  227  234  226  252  264 14.955977 0.060007 SUCCESS  48
001111011  273  245  217  258  240  203  254  267 17.335927 0.026795 SUCCESS  49
001111101  268  240  239  257  252  235  212  265 10.134646 0.255702 SUCCESS  50
001111111  210  238  252  251  244  234  217  252  9.369927 0.312057 SUCCESS  51
010000011  237  237  231  266  228  260  244  257  6.058969 0.640626 SUCCESS  52
010000111  235  212  271  221  235  204  235  259 18.514781 0.017681 SUCCESS  53
010001011  226  216  267  240  249  247  229  228  9.238590 0.322570 SUCCESS  54
010001111  255  257  227  233  261  222  233  253  7.108604 0.524962 SUCCESS  55
010010011  248  236  200  236  251  267  228  247 12.425626 0.133200 SUCCESS  56
010010111  240  251  241  228  240  222  302  251 17.952363 0.021586 SUCCESS  57
010011011  228  235  234  256  228  239  242  240  3.790232 0.875536 SUCCESS  58
010011111  243  254  227  241  251  227  226  240  4.608968 0.798435 SUCCESS  59
010100011  259  237  235  220  240  236  231  267  7.269597 0.507844 SUCCESS  60
010100111  250  277  221  252  243  251  241  240  7.572519 0.476300 SUCCESS  61
010101011  236  245  245  235  264  260  256  236  4.257324 0.833192 SUCCESS  62
010101111  242  259  274  229  255  215  237  260 11.084719 0.196945 SUCCESS  63
010110011  249  217  251  234  239  239  226  257  6.169122 0.628294 SUCCESS  64
010110111  215  230  250  240  258  234  256  254  6.917954 0.545510 SUCCESS  65
010111011  254  242  250  266  248  246  249  231  3.514848 0.898034 SUCCESS  66
010111111  258  267  231  256  228  231  241  238  6.391547 0.603461 SUCCESS  67
011000111  248  240  256  234  272  241  241  230  5.387456 0.715474 SUCCESS  68
011001111  239  258  267  250  244  241  243  261  4.543300 0.805086 SUCCESS  69
011010111  280  255  232  265  231  230  235  245 10.353894 0.241060 SUCCESS  70
011011111  237  229  223  252  246  239  220  219  8.604149 0.376781 SUCCESS  71
011101111  261  243  230  252  238  236  232  258  4.196952 0.838931 SUCCESS  72
011111111  234  251  240  265  233  242  238  250  3.401517 0.906697 SUCCESS  73
100000000  220  252  243  237  264  262  239  278 10.949146 0.204597 SUCCESS  74
100010000  238  244  259  231  250  261  234  246  3.628179 0.889017 SUCCESS  75
100100000  216  258  226  250  242  230  262  238  8.081979 0.425503 SUCCESS  76
100101000  262  232  244  274  258  232  263  246  8.720657 0.366406 SUCCESS  77
100110000  230  249  255  238  251  272  248  265  7.007983 0.535772 SUCCESS  78
