		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
100111000  274  238  255  259  236  304  245  269 23.471685 0.002809 FAILURE  79
101000000  236  210  247  228  232  254  254  237  8.014192 0.432085 SUCCESS  80
101000100  234  244  255  238  234  227  246  260  3.853782 0.870069 SUCCESS  81
101001000  221  238  258  265  223  245  241  221  9.287312 0.318642 SUCCESS  82
101001100  268  255  266  233  245  229  224  212 12.528365 0.129140 SUCCESS  83
101010000  226  228  229  236  225  247  242  248  5.409699 0.713023 SUCCESS  84
101010100  257  269  228  235  231  231  236  264  8.191073 0.415032 SUCCESS  85
101011000  254  256  248  253  253  234  244  243  2.181356 0.974941 SUCCESS  86
101011100  295  269  237  243  265  226  237  244 17.260726 0.027506 SUCCESS  87
101100000  251  254  233  242  243  236  229  232  3.033986 0.932207 SUCCESS  88
101100100  232  243  246  264  243  239  241  264  4.148230 0.843508 SUCCESS  89
101101000  242  254  247  242  238  263  282  245  8.235558 0.410805 SUCCESS  90
101101100  227  237  254  270  239  276  241  241  9.205756 0.325237 SUCCESS  91
101110000  273  258  240  268  236  225  255  226 10.557254 0.228069 SUCCESS  92
101110100  209  207  261  242  237  231  242  254 13.669088 0.090809 SUCCESS  93
101111000  256  254  248  240  259  219  253  252  5.354622 0.719088 SUCCESS  94
101111100  264  242  254  247  221  250  214  239  8.508824 0.385407 SUCCESS  95
110000000  251  255  246  227  252  251  229  252  3.653599 0.886948 SUCCESS  96
110000010  258  229  257  241  236  266  223  236  7.005865 0.536000 SUCCESS  97
110000100  227  250  231  228  236  254  252  237  4.390780 0.820258 SUCCESS  98
110001000  214  245  266  232  261  272  220  236 13.742171 0.088738 SUCCESS  99
110001010  252  250  222  214  257  244  215  226 12.015728 0.150504 SUCCESS 100
110010000  219  263  245  259  224  227  258  222 10.972448 0.203265 SUCCESS 101
110010010  248  226  257  244  246  235  247  234  2.994797 0.934684 SUCCESS 102
110010100  267  245  229  224  256  232  234  228  7.661489 0.467215 SUCCESS 103
110011000  233  239  243  241  227  271  244  272  8.276866 0.406903 SUCCESS 104
110011010  246  258  266  229  244  232  266  266  8.504587 0.385793 SUCCESS 105
110100000  243  221  254  240  246  256  271  244  6.428618 0.599336 SUCCESS 106
110100010  203  220  246  215  240  248  268  263 17.299915 0.027133 SUCCESS 107
110100100  214  248  231  272  218  242  262  239 12.305940 0.138067 SUCCESS 108
110101000  238  225  236  208  228  221  246  255 11.400351 0.180030 SUCCESS 109
110101010  249  262  237  256  240  249  249  246  2.555242 0.959105 SUCCESS 110
110101100  256  266  260  224  246  242  220  245  7.911453 0.442167 SUCCESS 111
110110000  241  249  258  238  257  236  259  244  3.036104 0.932071 SUCCESS 112
110110010  242  230  253  269  257  253  236  257  5.837603 0.665417 SUCCESS 113
110110100  268  227  246  267  227  246  255  240  7.719744 0.461314 SUCCESS 114
110111000  257  230  232  222  242  215  239  218 10.860176 0.209748 SUCCESS 115
110111010  239  227  258  272  228  233  225  259  9.574346 0.296180 SUCCESS 116
110111100  260  243  241  249  231  238  222  266  6.205134 0.624266 SUCCESS 117
111000000  249  260  256  247  263  243  237  259  4.468099 0.812616 SUCCESS 118
111000010  257  250  211  261  231  221  240  235 10.124054 0.256427 SUCCESS 119
111000100  224  239  240  236  236  282  242  223 10.446041 0.235104 SUCCESS 120
111000110  262  239  263  230  248  227  223  258  7.832015 0.450049 SUCCESS 121
111001000  229  261  234  252  241  214  238  231  7.647720 0.468616 SUCCESS 122
111001010  246  259  238  237  261  243  241  234  3.013862 0.933485 SUCCESS 123
111001100  249  247  229  222  238  244  257  253  4.373833 0.821919 SUCCESS 124
111010000  227  216  267  227  244  258  231  250  9.744872 0.283391 SUCCESS 125
111010010  226  230  252  258  263  238  265  249  6.930664 0.544132 SUCCESS 126
111010100  263  225  241  238  245  224  246  257  5.695674 0.681278 SUCCESS 127
111010110  246  266  258  238  247  246  232  243  3.694906 0.883548 SUCCESS 128
111011000  254  261  256  241  272  245  243  255  6.060028 0.640508 SUCCESS 129
111011010  253  234  222  255  230  248  220  242  6.736836 0.565274 SUCCESS 130
111011100  276  236  220  245  243  216  231  230 11.985012 0.151874 SUCCESS 131
111100000  224  276  233  248  234  247  250  238  7.382928 0.495936 SUCCESS 132
111100010  256  262  256  220  239  254  224  221  9.520329 0.300318 SUCCESS 133
111100100  231  240  228  250  230  233  225  224  6.684937 0.570975 SUCCESS 134
111100110  254  248  238  226  241  221  254  239  4.858932 0.772542 SUCCESS 135
111101000  209  245  241  238  263  252  255  268 10.118758 0.256789 SUCCESS 136
111101010  264  233  232  269  244  242  249  228  6.663753 0.573307 SUCCESS 137
111101100  268  258  234  259  276  244  258  271 12.782565 0.119553 SUCCESS 138
111101110  247  242  223  260  229  218  220  230 10.184427 0.252320 SUCCESS 139
111110000  222  266  232  249  232  237  239  253  6.107690 0.635170 SUCCESS 140
111110010  238  253  246  249  229  245  214  230  6.270802 0.616927 SUCCESS 141
111110100  236  217  253  248  272  246  260  252  8.431504 0.392493 SUCCESS 142
111110110  254  226  256  249  253  262  211  247  8.874236 0.353016 SUCCESS 143
111111000  223  264  253  227  224  237  234  260  8.573433 0.379547 SUCCESS 144
111111010  265  258  238  252  237  243  229  225  5.822774 0.667076 SUCCESS 145
111111100  213  243  252  242  245  245  238  248  4.620619 0.797248 SUCCESS 146
111111110  234  251  240  265  233  242  238  250  3.401517 0.906697 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  233  238  251  223  250  277  256  254  8.509883 0.385310 SUCCESS   0
000000011  217  250  253  227  245  245  251  236  5.326025 0.722229 SUCCESS   1
000000101  251  244  234  246  221  264  245  231  5.321788 0.722694 SUCCESS   2
000000111  214  264  230  232  258  251  227  256  9.842316 0.276268 SUCCESS   3
000001001  259  262  251  225  232  244  240  225  6.285631 0.615271 SUCCESS   4
000001011  275  240  228  252  246  267  250  222  9.927049 0.270184 SUCCESS   5
000001101  269  237  251  246  243  253  252  222  5.727449 0.677731 SUCCESS   6
000001111  237  239  224  249  258  240  243  249  3.136725 0.925486 SUCCESS   7
000010001  272  273  245  236  271  245  244  230 11.015873 0.200801 SUCCESS   8
000010011  251  253  227  202  251  258  250  237 10.671644 0.221007 SUCCESS   9
000010101  234  254  245  220  237  228  223  260  7.591584 0.474346 SUCCESS  10
000010111  248  216  237  259  247  241  241  227  5.927632 0.655338 SUCCESS  11
000011001  232  264  271  248  232  243  234  224  8.198487 0.414326 SUCCESS  12
000011011  268  256  262  250  245  257  230  236  6.342826 0.608889 SUCCESS  13
000011101  232  224  258  234  264  227  273  225 11.586765 0.170615 SUCCESS  14
000011111  260  246  230  266  249  262  237  216  8.975916 0.344332 SUCCESS  15
000100011  249  261  247  226  250  240  255  245  3.456594 0.902532 SUCCESS  16
000100101  264  270  250  241  259  237  257  222  8.626391 0.374786 SUCCESS  17
000100111  234  260  211  225  248  249  240  230  8.782089 0.361011 SUCCESS  18
000101001  232  245  245  249  243  227  245  241  2.022481 0.980315 SUCCESS  19
000101011  239  236  251  234  234  227  239  248  2.877229 0.941824 SUCCESS  20
000101101  244  255  229  247  257  250  237  241  2.610319 0.956388 SUCCESS  21
000101111  261  217  251  280  231  242  231  231 12.185195 0.143130 SUCCESS  22
000110011  235  230  249  264  231  241  237  250  4.104804 0.847546 SUCCESS  23
000110101  230  224  232  228  243  249  253  243  4.730772 0.785926 SUCCESS  24
000110111  255  264  277  240  222  255  259  255 10.838992 0.210990 SUCCESS  25
000111001  246  250  258  228  241  252  243  257  3.090122 0.928575 SUCCESS  26
000111011  250  211  230  247  260  240  270  245  9.654843 0.290092 SUCCESS  27
000111101  240  251  225  233  242  232  251  260  4.256265 0.833294 SUCCESS  28
000111111  254  230  256  267  251  228  237  220  8.055500 0.428068 SUCCESS  29
001000011  266  242  228  259  233  262  230  232  7.431650 0.490855 SUCCESS  30
001000101  237  245  260  260  263  234  232  226  6.312110 0.612315 SUCCESS  31
001000111  263  236  259  245  265  229  251  223  7.636069 0.469802 SUCCESS  32
001001011  270  261  236  253  294  245  244  248 15.262077 0.054245 SUCCESS  33
001001101  238  235  245  245  249  246  242  259  1.590340 0.991104 SUCCESS  34
001001111  247  257  217  218  241  230  229  220 11.067773 0.197889 SUCCESS  35
001010011  246  248  238  249  228  235  252  247  2.090267 0.978119 SUCCESS  36
001010101  216  225  254  242  228  252  229  264  9.340270 0.314409 SUCCESS  37
001010111  220  270  247  239  211  259  226  259 13.364048 0.099923 SUCCESS  38
001011011  261  268  243  244  260  250  252  257  5.805828 0.668972 SUCCESS  39
001011101  229  226  243  252  245  260  268  237  6.330116 0.610306 SUCCESS  40
001011111  270  222  251  261  233  240  244  248  6.977267 0.539087 SUCCESS  41
001100101  238  249  284  236  238  257  243  231  8.872118 0.353199 SUCCESS  42
001100111  240  256  245  242  239  233  228  267  4.646039 0.794651 SUCCESS  43
001101011  249  235  228  226  256  230  262  246  5.758165 0.674300 SUCCESS  44
001101101  248  232  258  260  272  254  231  231  7.734572 0.459818 SUCCESS  45
001101111  249  254  261  216  227  251  261  278 12.582382 0.127049 SUCCESS  46
001110101  253  260  242  264  233  231  229  244  5.317551 0.723159 SUCCESS  47
001110111  245  218  222  243  229  235  249  246  6.411672 0.601221 SUCCESS  48
001111011  222  247  245  231  242  235  246  269  5.850313 0.663995 SUCCESS  49
001111101  240  216  232  239  208  251  232  227 11.751995 0.162617 SUCCESS  50
001111111  240  236  247  240  244  214  218  232  7.818246 0.451423 SUCCESS  51
010000011  252  238  248  246  267  232  259  209  9.504441 0.301543 SUCCESS  52
010000111  279  257  252  241  249  253  223  245  8.487640 0.387340 SUCCESS  53
010001011  253  260  238  243  255  231  241  249  2.938661 0.938148 SUCCESS  54
010001111  254  226  269  244  284  229  250  239 12.389614 0.134648 SUCCESS  55
010010011  258  232  223  282  217  217  217  266 20.785636 0.007739 FAILURE  56
010010111  269  243  235  246  256  248  232  252  4.541181 0.805299 SUCCESS  57
010011011  230  234  241  236  249  237  235  276  6.573724 0.583242 SUCCESS  58
010011111  205  244  216  230  247  236  235  230 12.194727 0.142725 SUCCESS  59
010100011  229  286  273  235  240  248  283  217 21.939070 0.005030 FAILURE  60
010100111  244  245  245  269  242  241  228  249  3.890852 0.866834 SUCCESS  61
010101011  207  232  253  254  215  261  239  237 12.335596 0.136847 SUCCESS  62
010101111  232  252  252  231  203  252  230  247 10.186545 0.252176 SUCCESS  63
010110011  238  223  233  229  270  251  235  243  6.938078 0.543328 SUCCESS  64
010110111  247  264  228  225  279  262  237  261 12.287934 0.138812 SUCCESS  65
010111011  232  252  254  264  226  249  254  222  6.951847 0.541837 SUCCESS  66
010111111  280  269  266  242  213  239  229  237 15.520514 0.049780 SUCCESS  67
011000111  249  245  286  260  248  224  268  254 13.208351 0.104879 SUCCESS  68
011001111  245  254  244  210  245  232  236  258  7.071533 0.528935 SUCCESS  69
011010111  242  243  249  231  247  229  253  246  2.207835 0.973968 SUCCESS  70
011011111  259  246  248  226  240  275  249  267  8.836106 0.356310 SUCCESS  71
011101111  243  251  229  253  227  233  246  247  3.325257 0.912320 SUCCESS  72
011111111  266  240  244  254  209  221  232  242 10.647283 0.222496 SUCCESS  73
100000000  233  238  251  223  250  277  256  254  8.509883 0.385310 SUCCESS  74
100010000  262  256  235  225  259  228  253  265  8.072446 0.426426 SUCCESS  75
100100000  262  233  228  217  231  259  240  243  7.841548 0.449099 SUCCESS  76
100101000  270  256  271  250  266  257  266  229 12.366312 0.135593 SUCCESS  77
100110000  237  253  250  254  232  261  256  236  3.814592 0.873452 SUCCESS  78
100111000  265  253  225  260  255  245  263  242  6.830043 0.555076 SUCCESS  79
101000000  232  262  235  267  265  278  246  239 11.380227 0.181071 SUCCESS  80
101000100  247  241  239  243  238  225  263  234  3.845308 0.870804 SUCCESS  81
101001000  260  249  252  244  253  227  248  234  3.505315 0.898777 SUCCESS  82
101001100  248  264  244  254  248  269  247  231  5.600349 0.691899 SUCCESS  83
101010000  246  238  252  246  242  243  235  227  2.071202 0.978751 SUCCESS  84
101010100  240  247  261  222  229  236  245  267  6.856522 0.552189 SUCCESS  85
101011000  242  227  249  242  241  233  242  235  2.319048 0.969636 SUCCESS  86
101011100  221  237  245  271  239  242  235  243  6.032490 0.643592 SUCCESS  87
101100000  240  263  251  240  242  258  231  231  4.148230 0.843508 SUCCESS  88
101100100  249  241  237  247  249  243  238  249  0.757834 0.999364 SUCCESS  89
101101000  231  238  253  253  282  255  244  237  8.349948 0.400054 SUCCESS  90
101101100  239  254  240  263  227  223  269  258  8.676172 0.370346 SUCCESS  91
101110000  240  255  226  264  244  237  221  220  8.585084 0.378496 SUCCESS  92
101110100  246  240  262  229  242  256  251  264  4.900239 0.768184 SUCCESS  93
101111000  234  259  225  231  222  241  244  247  5.801591 0.669445 SUCCESS  94
101111100  232  234  253  225  220  271  237  262 10.035084 0.262572 SUCCESS  95
110000000  243  252  254  227  250  265  233  231  5.170327 0.739226 SUCCESS  96
110000010  254  264  233  230  250  230  224  209 11.390819 0.180523 SUCCESS  97
110000100  251  239  216  252  244  273  279  233 13.135268 0.107279 SUCCESS  98
110001000  233  228  252  223  255  227  265  274 11.150388 0.193323 SUCCESS  99
110001010  248  257  243  240  242  245  251  213  5.170327 0.739226 SUCCESS 100
110010000  259  231  223  239  239  237  228  238  5.256120 0.729884 SUCCESS 101
110010010  245  232  249  270  248  252  237  254  4.517880 0.807642 SUCCESS 102
110010100  253  250  251  256  244  257  235  239  2.444029 0.964290 SUCCESS 103
110011000  233  261  262  215  238  240  233  250  7.579933 0.475540 SUCCESS 104
110011010  233  292  263  231  269  233  214  241 19.506162 0.012375 SUCCESS 105
110100000  234  268  248  267  258  249  250  240  6.264447 0.617636 SUCCESS 106
110100010  251  251  233  258  249  214  258  247  6.536653 0.587345 SUCCESS 107
110100100  276  237  228  252  226  209  249  246 12.618394 0.125671 SUCCESS 108
110101000  238  263  254  215  240  276  261  242 11.277488 0.186467 SUCCESS 109
110101010  231  254  260  234  216  245  255  240  6.572665 0.583359 SUCCESS 110
110101100  234  231  227  249  253  247  245  244  2.879347 0.941699 SUCCESS 111
110110000  223  244  274  254  245  248  238  237  6.526062 0.588518 SUCCESS 112
110110010  237  219  245  251  264  252  244  263  6.538772 0.587110 SUCCESS 113
110110100  247  233  256  259  250  262  246  215  7.202870 0.514911 SUCCESS 114
110111000  239  224  239  251  244  250  223  224  5.891620 0.659371 SUCCESS 115
110111010  233  242  249  240  263  283  232  275 13.289906 0.102257 SUCCESS 116
110111100  230  267  232  221  230  248  251  272 10.351775 0.241199 SUCCESS 117
111000000  252  269  254  206  244  264  246  219 13.818431 0.086622 SUCCESS 118
111000010  229  245  228  255  255  254  258  257  5.007215 0.756805 SUCCESS 119
111000100  222  212  235  234  270  229  247  234 11.508386 0.174523 SUCCESS 120
111000110  266  242  265  255  229  241  255  278 10.766969 0.215256 SUCCESS 121
111001000  275  229  215  242  241  224  224  240 12.166130 0.143944 SUCCESS 122
111001010  231  239  244  272  232  239  254  252  5.543154 0.698254 SUCCESS 123
111001100  250  260  259  243  220  247  236  250  5.083475 0.748618 SUCCESS 124
111010000  264  271  243  241  245  245  252  232  5.672372 0.683877 SUCCESS 125
111010010  254  237  249  238  228  243  243  267  4.217076 0.837026 SUCCESS 126
111010100  249  252  224  241  251  259  274  230  7.884974 0.444786 SUCCESS 127
111010110  240  239  251  251  240  257  243  266  3.390925 0.907488 SUCCESS 128
111011000  224  255  255  262  258  238  230  246  5.906449 0.657710 SUCCESS 129
111011010  243  223  245  246  230  244  274  198 15.554407 0.049221 SUCCESS 130
111011100  239  211  240  260  241  212  222  229 13.356634 0.100154 SUCCESS 131
111100000  268  246  243  209  246  263  235  225 11.088956 0.196710 SUCCESS 132
111100010  232  214  263  244  247  230  238  232  7.639247 0.469478 SUCCESS 133
111100100  238  256  212  247  247  226  231  227  8.562841 0.380504 SUCCESS 134
111100110  251  296  268  232  249  263  241  275 20.329135 0.009160 FAILURE 135
111101000  249  229  236  252  230  241  257  235  3.554037 0.894956 SUCCESS 136
111101010  252  251  230  232  229  249  257  247  3.738332 0.879927 SUCCESS 137
111101100  238  245  262  236  246  233  235  264  4.361123 0.823161 SUCCESS 138
111101110  243  220  227  264  259  238  211  250 11.278547 0.186410 SUCCESS 139
111110000  243  248  233  235  225  245  221  230  5.609882 0.690838 SUCCESS 140
111110010  230  232  240  220  241  231  234  225  6.761197 0.562603 SUCCESS 141
111110100  256  240  231  246  216  242  247  244  4.819743 0.776657 SUCCESS 142
111110110  250  236  249  244  217  220  243  248  6.178655 0.627228 SUCCESS 143
111111000  252  250  267  227  247  240  222  240  6.121460 0.633629 SUCCESS 144
111111010  277  247  241  252  222  233  257  255  8.719598 0.366500 SUCCESS 145
111111100  249  235  253  256  237  225  226  248  4.604731 0.798866 SUCCESS 146
111111110  266  240  244  254  209  221  232  242 10.647283 0.222496 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  278  235  252  261  273  227  228  251 12.760323 0.120367 SUCCESS   0
000000011  236  245  251  262  256  246  237  258  3.479895 0.900744 SUCCESS   1
000000101  246  241  283  256  242  266  233  247  9.662257 0.289536 SUCCESS   2
000000111  236  226  254  255  249  254  212  237  7.686909 0.464636 SUCCESS   3
000001001  246  241  275  212  216  234  230  230 13.943413 0.083252 SUCCESS   4
000001011  261  250  267  257  249  241  243  243  4.424673 0.816921 SUCCESS   5
000001101  227  271  222  227  229  223  250  256 11.222411 0.189413 SUCCESS   6
000001111  226  247  238  256  212  259  229  240  8.534244 0.383095 SUCCESS   7
000010001  222  239  216  283  249  258  249  227 14.198672 0.076732 SUCCESS   8
000010011  229  249  269  227  230  228  247  231  7.645602 0.468831 SUCCESS   9
000010101  243  225  249  243  246  242  232  232  2.940779 0.938019 SUCCESS  10
000010111  254  253  243  259  229  234  231  229  4.792204 0.779537 SUCCESS  11
000011001  246  249  258  228  246  242  226  246  3.473540 0.901233 SUCCESS  12
000011011  236  263  248  216  232  243  244  252  6.094980 0.636593 SUCCESS  13
000011101  252  218  236  273  263  248  252  267 11.019051 0.200622 SUCCESS  14
000011111  229  247  259  236  238  245  239  223  4.385484 0.820778 SUCCESS  15
000100011  242  251  242  270  240  254  239  235  4.024308 0.854924 SUCCESS  16
000100101  252  258  251  229  244  244  231  260  4.045491 0.852996 SUCCESS  17
000100111  248  238  274  245  239  237  242  248  4.416200 0.817757 SUCCESS  18
000101001  243  234  286  240  221  230  251  273 14.784392 0.063476 SUCCESS  19
000101011  235  251  251  260  226  239  239  238  3.594286 0.891750 SUCCESS  20
000101101  264  252  237  247  241  224  263  257  6.155353 0.629835 SUCCESS  21
000101111  260  253  228  256  256  257  261  233  6.130992 0.632561 SUCCESS  22
000110011  260  254  240  233  267  265  223  238  8.190014 0.415133 SUCCESS  23
000110101  216  263  233  265  225  249  230  231 10.456633 0.234427 SUCCESS  24
000110111  248  274  260  196  257  241  245  268 17.886694 0.022092 SUCCESS  25
000111001  258  249  250  260  238  260  269  245  5.981649 0.649288 SUCCESS  26
000111011  258  225  223  249  256  243  266  270  9.823251 0.277651 SUCCESS  27
000111101  223  249  261  264  242  261  242  246  6.130992 0.632561 SUCCESS  28
000111111  218  233  244  252  278  247  245  230  9.423944 0.307803 SUCCESS  29
001000011  275  243  256  222  258  245  246  249  7.649839 0.468400 SUCCESS  30
001000101  259  235  222  236  249  227  266  237  7.229349 0.512102 SUCCESS  31
001000111  237  250  241  245  255  273  243  228  5.546332 0.697902 SUCCESS  32
001001011  267  256  242  226  250  232  217  275 12.150242 0.144625 SUCCESS  33
001001101  242  226  261  255  243  238  235  244  3.635593 0.888415 SUCCESS  34
001001111  281  245  262  246  230  237  242  263  9.721571 0.285114 SUCCESS  35
001010011  243  230  245  250  235  229  263  270  6.667990 0.572840 SUCCESS  36
001010101  247  216  243  220  258  235  226  246  8.432563 0.392396 SUCCESS  37
001010111  238  246  258  252  237  263  252  226  4.631211 0.796167 SUCCESS  38
001011011  262  255  241  242  240  250  246  231  2.878288 0.941762 SUCCESS  39
001011101  263  242  265  247  213  242  226  252  9.187750 0.326706 SUCCESS  40
001011111  233  244  232  229  245  246  240  235  2.559479 0.958900 SUCCESS  41
001100101  248  246  232  256  225  235  244  240  3.273358 0.916050 SUCCESS  42
001100111  231  261  231  244  249  242  227  267  6.245382 0.619766 SUCCESS  43
001101011  210  250  236  256  228  251  209  229 13.455137 0.097120 SUCCESS  44
001101101  215  243  251  245  249  244  260  223  6.861818 0.551612 SUCCESS  45
001101111  252  261  251  211  263  262  267  256 11.995604 0.151400 SUCCESS  46
001110101  233  239  236  244  260  261  247  240  3.296659 0.914386 SUCCESS  47
001110111  259  242  227  238  249  229  287  262 12.569672 0.127539 SUCCESS  48
001111011  230  232  228  255  258  246  246  226  5.308019 0.724204 SUCCESS  49
001111101  249  263  223  232  240  230  246  243  5.061233 0.751012 SUCCESS  50
001111111  229  221  217  256  263  230  229  253 10.607035 0.224974 SUCCESS  51
010000011  239  245  270  238  207  262  254  238 10.875004 0.208883 SUCCESS  52
010000111  260  243  261  253  273  249  236  236  6.805682 0.557736 SUCCESS  53
010001011  264  235  237  239  245  254  249  241  2.911122 0.939811 SUCCESS  54
010001111  246  229  223  243  279  243  227  222 11.354807 0.182394 SUCCESS  55
010010011  279  227  278  249  246  233  238  219 14.730374 0.064605 SUCCESS  56
010010111  256  253  250  233  237  243  238  254  2.394249 0.966480 SUCCESS  57
010011011  236  243  231  230  247  258  263  242  4.239319 0.834911 SUCCESS  58
010011111  257  258  237  249  243  212  229  264  8.854112 0.354752 SUCCESS  59
010100011  239  251  239  221  252  253  236  225  5.114191 0.745304 SUCCESS  60
010100111  244  242  223  261  236  254  238  259  4.905535 0.767623 SUCCESS  61
010101011  240  224  232  216  284  227  241  266 15.809666 0.045187 SUCCESS  62
010101111  231  249  257  243  240  262  234  247  3.433292 0.904305 SUCCESS  63
010110011  216  224  220  234  240  261  251  234  9.880446 0.273518 SUCCESS  64
010110111  226  254  270  247  247  235  255  232  6.188187 0.626161 SUCCESS  65
010111011  265  266  240  261  225  252  239  256  7.673140 0.466032 SUCCESS  66
010111111  234  229  231  239  235  254  248  230  3.919450 0.864317 SUCCESS  67
011000111  268  262  241  265  263  255  251  249  7.967589 0.436643 SUCCESS  68
011001111  204  227  219  248  259  260  242  277 17.404773 0.026160 SUCCESS  69
011010111  236  225  235  248  240  258  221  247  5.434060 0.710334 SUCCESS  70
011011111  236  271  287  221  250  251  253  265 15.919820 0.043542 SUCCESS  71
011101111  251  240  228  222  224  225  297  236 18.837827 0.015751 SUCCESS  72
011111111  240  226  235  266  257  222  228  264  9.395347 0.310050 SUCCESS  73
100000000  278  235  252  261  273  227  228  251 12.760323 0.120367 SUCCESS  74
100010000  249  254  263  268  247  236  222  201 14.706014 0.065120 SUCCESS  75
100100000  221  259  293  259  229  251  246  228 16.546847 0.035189 SUCCESS  76
100101000  237  234  266  248  233  283  245  238  9.829606 0.277190 SUCCESS  77
100110000  247  228  241  250  230  252  228  247  3.568865 0.893780 SUCCESS  78
100111000  268  256  237  237  235  247  229  256  5.396989 0.714424 SUCCESS  79
101000000  230  231  259  250  248  237  243  273  6.475222 0.594157 SUCCESS  80
101000100  278  218  283  251  240  217  247  256 18.177965 0.019931 SUCCESS  81
101001000  254  249  258  244  243  236  241  260  2.723650 0.950486 SUCCESS  82
101001100  234  240  232  262  259  244  244  271  6.480517 0.593569 SUCCESS  83
101010000  247  239  282  254  258  247  260  227  9.797831 0.279503 SUCCESS  84
101010100  245  224  266  242  246  270  244  247  6.652103 0.574590 SUCCESS  85
101011000  236  270  241  267  261  205  257  244 13.768650 0.087998 SUCCESS  86
101011100  277  234  250  240  237  243  237  223  7.557691 0.477822 SUCCESS  87
101100000  251  220  227  260  227  219  231  213 13.727343 0.089155 SUCCESS  88
101100100  239  243  264  238  247  249  253  259  3.355973 0.910076 SUCCESS  89
101101000  254  238  235  236  218  219  255  235  7.624419 0.470990 SUCCESS  90
101101100  222  250  249  251  227  246  235  230  4.976499 0.760085 SUCCESS  91
101110000  245  253  255  223  248  236  248  251  3.335849 0.911549 SUCCESS  92
101110100  251  241  243  243  250  252  218  245  3.556155 0.894788 SUCCESS  93
101111000  251  220  217  271  283  249  241  237 15.603129 0.048426 SUCCESS  94
101111100  238  275  278  230  256  235  264  236 12.807985 0.118629 SUCCESS  95
110000000  268  231  233  256  264  227  228  236  8.563900 0.380408 SUCCESS  96
110000010  234  217  245  253  225  241  235  213  9.936582 0.269505 SUCCESS  97
110000100  236  261  209  226  271  238  248  243 11.392937 0.180413 SUCCESS  98
110001000  248  268  255  261  255  236  229  224  7.651957 0.468185 SUCCESS  99
110001010  249  233  244  246  231  232  233  256  3.114483 0.926969 SUCCESS 100
110010000  234  246  282  229  246  230  265  236 10.482053 0.232808 SUCCESS 101
110010010  274  250  266  227  254  258  229  269 12.016787 0.150456 SUCCESS 102
110010100  244  248  264  262  244  262  230  230  6.135229 0.632087 SUCCESS 103
110011000  236  232  228  262  222  242  219  249  8.226026 0.411709 SUCCESS 104
110011010  243  273  282  226  245  267  227  215 18.063575 0.020755 SUCCESS 105
110100000  251  237  254  244  226  239  228  268  5.848194 0.664232 SUCCESS 106
110100010  261  235  261  239  227  223  248  263  7.583111 0.475214 SUCCESS 107
110100100  249  239  237  255  252  239  249  227  2.645271 0.954612 SUCCESS 108
110101000  258  238  265  234  254  231  244  231  5.127960 0.743816 SUCCESS 109
110101010  238  232  255  238  272  262  258  267  9.119963 0.332277 SUCCESS 110
110101100  248  257  254  249  251  233  271  250  5.210575 0.734851 SUCCESS 111
110110000  241  247  233  225  202  242  241  230 10.574201 0.227012 SUCCESS 112
110110010  239  253  253  240  241  236  243  258  1.992824 0.981231 SUCCESS 113
110110100  220  266  220  224  231  266  265  210 18.211859 0.019693 SUCCESS 114
110111000  213  248  233  229  253  235  239  243  6.464630 0.595334 SUCCESS 115
110111010  252  259  218  225  269  246  213  253 12.715838 0.122008 SUCCESS 116
110111100  247  226  240  246  269  226  262  228  7.982417 0.435190 SUCCESS 117
111000000  243  252  263  237  270  263  246  246  6.368246 0.606056 SUCCESS 118
111000010  249  249  232  230  252  230  252  234  3.474600 0.901152 SUCCESS 119
111000100  254  236  260  275  264  244  209  262 14.053566 0.080380 SUCCESS 120
111000110  251  233  228  211  245  242  214  236 10.621863 0.224059 SUCCESS 121
111001000  256  237  257  234  227  249  275  236  7.610649 0.472396 SUCCESS 122
111001010  259  241  278  266  253  271  235  227 12.856707 0.116876 SUCCESS 123
111001100  236  235  239  255  231  215  244  237  5.783585 0.671459 SUCCESS 124
111010000  251  240  217  269  257  259  208  260 14.247394 0.075541 SUCCESS 125
