		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 36.605469	M = 18750	N = 8	m = 9	n = 150000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001000111   29   41   42   37   36   32   40   33  4.307589 0.828360 SUCCESS  32
001001011   35   38   30   36   31   35   31   38  3.273135 0.916066 SUCCESS  33
001001101   34   34   32   39   44   31   42   43  5.553214 0.697137 SUCCESS  34
001001111   50   33   32   28   40   37   35   34  8.719684 0.366492 SUCCESS  35
001010011   39   35   36   34   41   42   35   37  1.881433 0.984433 SUCCESS  36
001010101   37   26   34   31   37   37   22   43 11.449247 0.177520 SUCCESS  37
001010111   30   39   44   30   39   29   38   39  6.183639 0.626670 SUCCESS  38
001011011   42   28   42   22   32   34   31   37 11.443290 0.177824 SUCCESS  39
001011101   43   38   34   34   36   38   39   52  8.514250 0.384913 SUCCESS  40
001011111   46   33   43   38   39   34   30   37  5.660234 0.685230 SUCCESS  41
001100101   37   33   36   39   34   43   30   31  4.010360 0.856188 SUCCESS  42
001100111   33   41   39   36   46   41   35   32  4.795027 0.779243 SUCCESS  43
001101011   33   36   32   41   32   32   40   42  3.867593 0.868868 SUCCESS  44
001101101   36   50   41   46   41   35   30   37  9.971047 0.267064 SUCCESS  45
001101111   38   39   26   38   45   38   36   29  7.137994 0.521820 SUCCESS  46
001110101   25   28   41   38   27   38   39   33  9.686175 0.287747 SUCCESS  47
001110111   46   36   38   36   33   44   45   30  7.702662 0.463041 SUCCESS  48
001111011   39   42   37   43   33   44   29   37  5.692892 0.681588 SUCCESS  49
001111101   43   26   38   34   29   38   40   22 12.617642 0.125700 SUCCESS  50
001111111   36   40   29   43   36   40   47   28  8.603617 0.376829 SUCCESS  51
010000011   29   33   39   43   28   42   46   45 10.714450 0.218410 SUCCESS  52
010000111   39   35   31   41   34   44   37   41  3.953650 0.861281 SUCCESS  53
010001011   40   31   33   31   40   34   31   41  4.417698 0.817610 SUCCESS  54
010001111   32   29   49   36   31   29   34   31 10.182659 0.252439 SUCCESS  55
010010011   39   32   36   34   35   33   40   42  2.550474 0.959336 SUCCESS  56
010010111   39   38   35   35   34   24   33   36  5.419715 0.711918 SUCCESS  57
010011011   27   40   34   52   49   34   47   42 18.221301 0.019627 SUCCESS  58
010011111   39   34   32   32   32   36   48   32  6.427469 0.599464 SUCCESS  59
010100011   47   36   33   46   34   35   37   23 11.419238 0.179057 SUCCESS  60
010100111   32   36   37   32   28   35   32   32  4.575470 0.801836 SUCCESS  61
010101011   43   27   31   39   44   44   30   35  9.204253 0.325360 SUCCESS  62
010101111   22   35   45   32   31   32   37   41 10.723718 0.217850 SUCCESS  63
010110011   41   30   54   22   46   36   38   30 20.139277 0.009822 FAILURE  64
010110111   46   32   38   36   34   38   34   41  4.140990 0.844184 SUCCESS  65
010111011   34   38   31   43   35   38   42   43  4.393646 0.819977 SUCCESS  66
010111111   31   39   38   40   29   24   34   41  8.288735 0.405786 SUCCESS  67
011000111   40   41   42   41   43   37   48   38  7.119679 0.523777 SUCCESS  68
011001111   36   37   34   25   41   37   41   31  5.993431 0.647968 SUCCESS  69
011010111   35   42   20   29   28   38   34   39 12.816898 0.118307 SUCCESS  70
011011111   39   31   36   34   34   37   39   39  1.771544 0.987232 SUCCESS  71
011101111   36   44   38   37   35   33   47   29  6.739482 0.564984 SUCCESS  72
011111111   40   42   36   35   34   38   49   33  6.183419 0.626695 SUCCESS  73
100000000   27   25   42   38   45   37   39   34  9.635423 0.291552 SUCCESS  74
100010000   38   33   39   33   37   30   34   35  2.452501 0.963909 SUCCESS  75
100100000   38   34   42   45   40   40   41   34  4.447046 0.814707 SUCCESS  76
100101000   38   29   33   37   41   42   38   35  3.555359 0.894851 SUCCESS  77
100110000   34   39   33   35   40   42   42   44  4.307368 0.828382 SUCCESS  78
100111000   19   39   42   39   35   49   27   30 18.150469 0.020126 SUCCESS  79
101000000   29   40   27   29   33   43   34   35  7.985548 0.434883 SUCCESS  80
101000100   30   32   33   50   40   31   27   37 11.089351 0.196688 SUCCESS  81
101001000   49   36   40   39   31   41   42   49 11.430712 0.178468 SUCCESS  82
101001100   27   51   35   47   34   37   34   59 26.135711 0.000996 FAILURE  83
101010000   34   42   42   43   35   43   32   38  4.872258 0.771138 SUCCESS  84
101010100   33   36   41   25   32   35   30   49 10.970415 0.203381 SUCCESS  85
101011000   45   33   35   48   36   38   53   38 13.809205 0.086876 SUCCESS  86
101011100   46   37   33   32   30   41   31   36  6.139066 0.631658 SUCCESS  87
101100000   43   27   42   42   42   33   35   26  9.843505 0.276182 SUCCESS  88
101100100   36   45   37   37   42   35   32   34  3.695037 0.883537 SUCCESS  89
101101000   29   25   39   39   28   35   35   28 10.090644 0.258721 SUCCESS  90
101101100   37   39   38   28   43   34   36   36  3.680253 0.884759 SUCCESS  91
101110000   37   42   32   25   25   34   29   30 12.091589 0.147164 SUCCESS  92
101110100   43   45   40   31   35   41   34   41  5.713634 0.679273 SUCCESS  93
101111000   36   38   32   44   35   27   33   32  5.853753 0.663610 SUCCESS  94
101111100   32   33   37   30   22   41   29   38 10.462236 0.234069 SUCCESS  95
110000000   35   35   34   42   34   29   41   36  3.540575 0.896018 SUCCESS  96
110000010   38   25   32   26   27   37   34   37 10.441494 0.235395 SUCCESS  97
110000100   25   37   36   32   38   30   27   38  8.366187 0.398541 SUCCESS  98
110001000   29   31   46   24   30   36   40   39 11.232118 0.188891 SUCCESS  99
110001010   37   39   29   43   36   38   35   36  3.103447 0.927699 SUCCESS 100
110010000   39   39   32   42   42   40   36   31  3.790141 0.875544 SUCCESS 101
110010010   35   33   45   38   38   36   32   28  5.241201 0.731513 SUCCESS 102
110010100   41   32   41   30   40   44   36   32  5.401621 0.713914 SUCCESS 103
110011000   46   29   41   44   37   46   40   39  9.200943 0.325629 SUCCESS 104
110011010   37   39   36   45   41   31   44   43  6.299265 0.613749 SUCCESS 105
110100000   29   40   32   32   35   41   46   36  6.278744 0.616040 SUCCESS 106
110100010   37   23   37   41   51   40   26   30 16.369523 0.037386 SUCCESS 107
110100100   43   36   34   28   35   43   38   48  8.398403 0.395551 SUCCESS 108
110101000   45   53   35   39   32   42   40   35 11.635926 0.168202 SUCCESS 109
110101010   39   37   38   33   39   42   38   41  2.172704 0.975254 SUCCESS 110
110101100   42   40   50   41   36   30   44   40  9.872853 0.274064 SUCCESS 111
110110000   38   42   42   31   47   31   32   37  7.128947 0.522786 SUCCESS 112
110110010   40   40   33   39   46   36   37   34  3.879288 0.867847 SUCCESS 113
110110100   32   33   42   40   37   28   35   38  4.337378 0.825474 SUCCESS 114
110111000   38   50   31   29   34   26   30   32 12.843598 0.117345 SUCCESS 115
110111010   34   40   37   35   38   43   34   39  2.157920 0.975784 SUCCESS 116
110111100   37   39   37   43   37   36   27   28  6.038004 0.642975 SUCCESS 117
111000000   42   29   29   38   27   38   35   39  7.040021 0.532321 SUCCESS 118
111000010   21   27   39   36   32   35   31   26 14.392851 0.072083 SUCCESS 119
111000100   36   32   28   42   35   41   32   32  5.339395 0.720761 SUCCESS 120
111000110   39   48   46   39   40   42   29   36  9.275306 0.319607 SUCCESS 121
111001000   34   45   36   36   41   33   42   34  4.129075 0.845294 SUCCESS 122
111001010   33   31   28   28   43   32   36   36  7.212577 0.513881 SUCCESS 123
111001100   43   37   32   43   36   55   52   29 20.807877 0.007676 FAILURE 124
111010000   31   38   35   36   34   35   38   31  2.232503 0.973041 SUCCESS 125
111010010   39   49   40   23   39   32   41   34 11.552958 0.172292 SUCCESS 126
111010100   31   41   34   38   30   37   43   38  4.126206 0.845561 SUCCESS 127
111010110   36   33   44   30   38   39   37   34  3.567275 0.893906 SUCCESS 128
111011000   39   38   34   34   53   35   25   45 14.059213 0.080235 SUCCESS 129
111011010   42   37   33   43   27   30   44   42  8.553086 0.381386 SUCCESS 130
111011100   40   45   29   30   30   39   49   28 13.006886 0.111613 SUCCESS 131
111100000   46   32   19   45   27   25   37   45 22.241504 0.004488 FAILURE 132
111100010   34   33   42   31   31   32   37   39  3.921213 0.864161 SUCCESS 133
111100100   26   39   39   32   34   37   33   31  5.550566 0.697431 SUCCESS 134
111100110   37   42   41   44   32   40   40   31  5.053640 0.751828 SUCCESS 135
111101000   43   37   38   39   36   31   34   34  2.657494 0.953982 SUCCESS 136
111101010   31   43   36   38   45   39   45   31  7.137773 0.521844 SUCCESS 137
111101100   40   35   40   31   44   30   27   36  7.004274 0.536172 SUCCESS 138
111101110   36   46   36   25   29   35   48   25 15.495489 0.050197 SUCCESS 139
111110000   41   31   30   35   33   34   29   33  5.297911 0.725312 SUCCESS 140
111110010   35   40   30   32   32   34   34   35  3.285051 0.915217 SUCCESS 141
111110100   52   27   40   44   32   31   44   22 20.225555 0.009516 FAILURE 142
111110110   39   29   39   32   45   31   36   41  5.990341 0.648314 SUCCESS 143
111111000   32   28   35   36   36   40   29   45  6.733745 0.565613 SUCCESS 144
111111010   44   37   36   42   30   32   44   31  6.644377 0.575442 SUCCESS 145
111111100   26   33   34   40   32   39   44   36  6.376938 0.605088 SUCCESS 146
111111110   40   42   36   35   34   38   49   33  6.183419 0.626695 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 36.605469	M = 18750	N = 8	m = 9	n = 150000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   37   34   47   29   34   35   41   37  5.695981 0.681244 SUCCESS   0
000000011   37   34   43   41   35   37   30   37  3.210468 0.920464 SUCCESS   1
000000101   28   25   33   38   37   30   48   29 12.855513 0.116919 SUCCESS   2
000000111   31   31   42   42   26   32   38   39  7.411612 0.492942 SUCCESS   3
000001001   41   29   31   35   42   33   30   51 11.413280 0.179363 SUCCESS   4
000001011   23   36   27   40   36   29   51   31 16.553994 0.035103 SUCCESS   5
000001101   38   36   45   44   32   40   42   31  6.233950 0.621044 SUCCESS   6
000001111   35   37   41   47   26   26   37   44 11.576789 0.171109 SUCCESS   7
000010001   41   25   42   33   39   32   29   33  8.300651 0.404666 SUCCESS   8
000010011   43   40   44   34   47   40   34   38  6.840323 0.553955 SUCCESS   9
000010101   27   30   37   25   36   37   37   33  8.033211 0.430233 SUCCESS  10
000010111   29   31   32   39   33   39   37   29  5.449504 0.708628 SUCCESS  11
000011001   43   40   38   35   42   26   30   42  7.661178 0.467247 SUCCESS  12
000011011   36   35   35   47   34   45   41   39  6.097141 0.636352 SUCCESS  13
000011101   34   36   42   35   26   32   33   35  5.312695 0.723692 SUCCESS  14
000011111   29   42   47   40   31   34   38   36  6.977353 0.539078 SUCCESS  15
000100011   32   33   46   39   42   28   31   35  7.494801 0.484305 SUCCESS  16
000100101   41   38   41   40   36   41   38   40  2.407486 0.965905 SUCCESS  17
000100111   52   34   42   38   40   40   34   43  9.759875 0.282286 SUCCESS  18
000101001   36   31   28   34   36   44   37   44  6.284702 0.615374 SUCCESS  19
000101011   26   33   31   40   33   39   41   30  7.063852 0.529759 SUCCESS  20
000101101   30   38   39   38   37   36   36   32  2.128351 0.976822 SUCCESS  21
000101111   31   35   35   37   29   33   35   35  3.183988 0.922286 SUCCESS  22
000110011   34   30   29   44   42   33   32   40  6.715871 0.567575 SUCCESS  23
000110101   43   28   42   37   36   32   27   45  9.278616 0.319340 SUCCESS  24
000110111   37   36   34   47   36   34   26   39  6.799060 0.558460 SUCCESS  25
000111001   44   42   37   30   41   44   43   38  6.902770 0.547159 SUCCESS  26
000111011   41   32   41   31   28   28   33   42  7.949802 0.438389 SUCCESS  27
000111101   44   26   33   43   29   34   42   36  8.901067 0.350711 SUCCESS  28
000111111   26   30   52   40   38   29   43   33 14.639107 0.066555 SUCCESS  29
001000011   41   42   44   27   36   36   39   35  5.773212 0.672618 SUCCESS  30
001000101   39   26   31   32   34   38   39   46  7.726714 0.460611 SUCCESS  31
001000111   33   38   44   30   34   32   39   34  4.343336 0.824895 SUCCESS  32
001001011   44   32   30   38   38   34   38   42  4.554287 0.803978 SUCCESS  33
001001101   30   52   37   43   36   41   37   31 10.533067 0.229585 SUCCESS  34
001001111   51   29   42   31   36   42   32   33 10.994026 0.202038 SUCCESS  35
001010011   39   48   35   31   37   46   38   45  9.331795 0.315084 SUCCESS  36
001010101   35   43   35   35   39   42   31   34  3.436423 0.904067 SUCCESS  37
001010111   28   37   37   35   40   43   36   32  4.263015 0.832648 SUCCESS  38
001011011   35   39   38   42   28   36   31   32  4.700143 0.789092 SUCCESS  39
001011101   34   36   23   35   35   34   27   30  9.606075 0.293769 SUCCESS  40
001011111   33   29   38   33   35   37   44   38  4.099506 0.848036 SUCCESS  41
001100101   40   46   36   32   35   34   34   45  5.874274 0.661313 SUCCESS  42
001100111   46   33   33   35   47   35   40   37  6.754266 0.563363 SUCCESS  43
001101011   41   48   41   45   41   42   30   44 10.892522 0.207864 SUCCESS  44
001101101   33   27   43   50   35   43   44   48 15.634725 0.047917 SUCCESS  45
001101111   28   33   29   39   38   43   37   28  7.560337 0.477551 SUCCESS  46
001110101   39   33   34   29   50   39   39   36  7.756283 0.457632 SUCCESS  47
001110111   36   34   33   37   34   32   32   33  2.330696 0.969159 SUCCESS  48
001111011   40   43   34   50   30   30   37   32  9.807758 0.278779 SUCCESS  49
001111101   38   38   44   37   36   33   39   35  2.270898 0.971560 SUCCESS  50
001111111   34   30   47   38   27   23   45   40 14.680812 0.065657 SUCCESS  51
010000011   31   38   46   35   35   27   37   45  8.181495 0.415945 SUCCESS  52
010000111   42   43   51   23   37   39   41   45 15.759619 0.045953 SUCCESS  53
010001011   33   32   29   32   28   39   31   40  6.665561 0.573108 SUCCESS  54
010001111   27   27   39   32   38   40   38   34  6.600025 0.580335 SUCCESS  55
010010011   42   42   41   35   33   40   44   31  5.386616 0.715567 SUCCESS  56
010010111   45   41   32   26   38   40   34   47  9.935520 0.269581 SUCCESS  57
010011011   30   33   32   39   44   51   34   40 10.274454 0.246289 SUCCESS  58
010011111   51   31   33   38   36   34   30   41  9.141807 0.330475 SUCCESS  59
010100011   36   36   32   38   35   48   39   38  4.631518 0.796136 SUCCESS  60
010100111   33   50   37   35   47   33   40   41  9.801580 0.279230 SUCCESS  61
010101011   38   43   34   42   35   46   37   38  4.848426 0.773647 SUCCESS  62
010101111   25   43   39   37   43   36   35   38  6.418422 0.600470 SUCCESS  63
010110011   42   39   26   43   41   29   50   40 12.887730 0.115771 SUCCESS  64
010110111   44   39   39   41   35   31   28   37  5.470025 0.706359 SUCCESS  65
010111011   27   40   32   36   37   30   31   33  6.032267 0.643617 SUCCESS  66
010111111   25   35   40   39   33   40   39   38  5.273859 0.727945 SUCCESS  67
011000111   35   28   40   38   43   32   37   32  4.902267 0.767969 SUCCESS  68
011001111   42   33   34   39   42   29   38   41  4.598860 0.799463 SUCCESS  69
011010111   31   44   37   50   38   35   31   57 20.266818 0.009372 FAILURE  70
011011111   32   35   38   40   32   47   30   31  6.822891 0.555857 SUCCESS  71
011101111   31   34   26   38   36   43   28   35  7.640657 0.469335 SUCCESS  72
011111111   28   32   40   41   38   36   35   36  3.710042 0.882291 SUCCESS  73
100000000   37   34   47   29   34   35   41   37  5.695981 0.681244 SUCCESS  74
100010000   36   31   35   33   35   41   48   33  5.990341 0.648314 SUCCESS  75
100100000   30   27   37   30   32   28   46   49 14.597623 0.067458 SUCCESS  76
100101000   38   34   42   39   36   37   37   40  1.575157 0.991388 SUCCESS  77
100110000   37   35   40   46   35   46   35   31  6.421290 0.600151 SUCCESS  78
100111000   32   41   40   39   39   40   35   36  2.202493 0.974166 SUCCESS  79
101000000   32   34   40   27   33   30   51   37 11.178498 0.191789 SUCCESS  80
101000100   31   44   28   33   34   31   36   34  6.171945 0.627978 SUCCESS  81
101001000   29   43   37   23   33   28   38   37 10.539467 0.229183 SUCCESS  82
101001100   47   36   38   29   28   42   48   33 11.698593 0.165167 SUCCESS  83
101010000   39   35   41   32   37   31   43   37  3.430466 0.904519 SUCCESS  84
101010100   34   44   38   37   35   32   31   41  3.900251 0.866009 SUCCESS  85
101011000   37   25   34   39   35   54   37   33 13.152521 0.106708 SUCCESS  86
101011100   42   36   37   35   37   46   34   37  3.602801 0.891066 SUCCESS  87
101100000   39   40   41   41   31   34   36   30  3.900251 0.866009 SUCCESS  88
101100100   41   32   37   28   44   33   39   45  7.304371 0.504177 SUCCESS  89
101101000   40   43   32   45   36   26   37   44  8.805741 0.358948 SUCCESS  90
101101100   44   38   36   47   30   50   40   26 14.463462 0.070457 SUCCESS  91
101110000   37   31   33   45   35   35   34   38  3.641637 0.887924 SUCCESS  92
101110100   49   37   34   38   43   40   26   34  9.439035 0.306623 SUCCESS  93
101111000   32   28   40   35   45   36   29   38  6.778318 0.560729 SUCCESS  94
101111100   32   30   45   39   30   35   40   31  6.501831 0.591205 SUCCESS  95
110000000   44   27   43   35   34   36   41   46  8.618401 0.375502 SUCCESS  96
110000010   39   29   30   36   51   35   28   41 11.600620 0.169932 SUCCESS  97
110000100   32   32   44   35   38   50   39   37  8.104043 0.423374 SUCCESS  98
110001000   37   33   47   42   42   42   44   35  7.506275 0.483119 SUCCESS  99
110001010   27   39   32   39   29   47   44   31 10.646266 0.222559 SUCCESS 100
110010000   38   31   34   27   32   33   38   39  4.923230 0.765749 SUCCESS 101
110010010   35   49   36   34   40   31   46   46 10.812423 0.212556 SUCCESS 102
110010100   35   41   45   30   46   36   38   46  8.891799 0.351506 SUCCESS 103
110011000   33   28   29   42   43   35   35   30  7.447359 0.489222 SUCCESS 104
110011010   35   42   30   37   35   34   36   41  2.951854 0.937342 SUCCESS 105
110100000   34   40   35   29   32   27   43   48 10.250843 0.247860 SUCCESS 106
110100010   37   43   27   39   28   45   27   29 12.248919 0.140438 SUCCESS 107
110100100   40   44   35   34   46   29   40   35  6.659162 0.573812 SUCCESS 108
110101000   35   36   41   37   40   34   48   40  5.142787 0.742212 SUCCESS 109
110101010   37   44   37   44   31   36   37   45  5.990121 0.648339 SUCCESS 110
110101100   45   30   36   40   37   48   34   35  7.494580 0.484328 SUCCESS 111
110110000   44   34   36   35   40   36   28   32  4.845778 0.773925 SUCCESS 112
110110010   39   31   33   33   35   41   28   45  6.483958 0.593188 SUCCESS 113
110110100   40   40   36   32   34   36   35   44  3.079616 0.929262 SUCCESS 114
110111000   35   29   38   52   30   37   33   35 10.131908 0.255890 SUCCESS 115
110111010   46   37   42   38   35   33   27   34  6.611720 0.579044 SUCCESS 116
110111100   35   42   46   35   43   33   33   39  5.511509 0.701765 SUCCESS 117
111000000   38   30   46   46   37   35   31   40  7.562985 0.477279 SUCCESS 118
111000010   30   31   32   43   34   45   42   36  6.888207 0.548741 SUCCESS 119
111000100   41   31   51   47   38   47   45   33 15.801103 0.045317 SUCCESS 120
111000110   41   35   39   39   40   36   21   38  8.211284 0.413108 SUCCESS 121
111001000   37   30   37   39   29   41   44   29  6.760445 0.562686 SUCCESS 122
111001010   33   49   44   34   43   37   47   36 10.663698 0.221492 SUCCESS 123
111001100   32   40   34   37   42   34   28   37  4.230358 0.835765 SUCCESS 124
111010000   25   36   38   36   37   28   50   46 13.536028 0.094689 SUCCESS 125
111010010   41   43   39   29   37   27   30   40  7.664268 0.466933 SUCCESS 126
111010100   39   38   37   32   38   28   44   36  4.521629 0.807265 SUCCESS 127
111010110   37   33   35   36   37   48   43   32  5.880232 0.660646 SUCCESS 128
111011000   33   38   41   44   29   36   27   36  6.772360 0.561381 SUCCESS 129
111011010   45   42   34   38   36   40   38   41  3.995134 0.857562 SUCCESS 130
111011100   37   35   42   55   30   31   38   38 12.685605 0.123135 SUCCESS 131
111100000   39   32   37   32   38   32   25   41  6.368111 0.606071 SUCCESS 132
111100010   32   24   54   42   41   40   35   35 15.471437 0.050601 SUCCESS 133
111100100   23   45   40   35   38   38   33   38  8.148837 0.419068 SUCCESS 134
111100110   34   39   41   29   50   40   34   39  8.279468 0.406658 SUCCESS 135
111101000   38   39   36   34   42   32   42   47  5.713634 0.679273 SUCCESS 136
111101010   37   46   33   29   34   26   29   38  9.555323 0.297633 SUCCESS 137
111101100   35   32   31   43   22   36   29   36 10.393831 0.238465 SUCCESS 138
111101110   37   30   45   51   30   36   32   35 10.994026 0.202038 SUCCESS 139
111110000   30   36   29   40   31   40   27   37  7.025236 0.533912 SUCCESS 140
111110010   24   32   47   40   22   32   36   38 15.153686 0.056225 SUCCESS 141
111110100   35   30   34   30   38   30   52   34 10.902011 0.207313 SUCCESS 142
111110110   38   33   43   42   29   33   38   30  5.687155 0.682228 SUCCESS 143
111111000   33   36   35   44   36   34   29   41  4.375993 0.821708 SUCCESS 144
111111010   32   31   32   37   38   33   45   34  4.694185 0.789706 SUCCESS 145
111111100   31   30   44   41   30   31   36   40  6.665340 0.573132 SUCCESS 146
111111110   28   32   40   41   38   36   35   36  3.710042 0.882291 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 36.605469	M = 18750	N = 8	m = 9	n = 150000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   35   34   38   40   49   23   33   37 10.583819 0.226413 SUCCESS   0
000000011   49   39   30   39   41   24   28   39 13.182311 0.105729 SUCCESS   1
000000101   39   33   40   32   37   43   24   40  7.426396 0.491402 SUCCESS   2
000000111   40   31   28   39   36   37   38   33  3.903340 0.865737 SUCCESS   3
000001001   26   35   32   45   51   36   41   32 12.846245 0.117250 SUCCESS   4
000001011   42   29   30   40   30   41   34   41  6.528531 0.588245 SUCCESS   5
000001101   41   41   32   43   46   31   30   30  8.689895 0.369127 SUCCESS   6
000001111   48   38   30   38   41   42   31   38  7.319156 0.502622 SUCCESS   7
000010001   31   41   34   43   40   35   38   36  3.243125 0.918187 SUCCESS   8
000010011   31   35   30   43   45   35   40   34  5.927895 0.655309 SUCCESS   9
000010101   35   32   41   43   44   37   37   44  5.469805 0.706383 SUCCESS  10
000010111   45   31   39   29   41   34   33   40  6.103319 0.635660 SUCCESS  11
000011001   35   36   39   44   40   34   37   41  2.856529 0.943036 SUCCESS  12
000011011   44   44   37   38   36   30   43   32  6.144803 0.631016 SUCCESS  13
000011101   43   45   31   25   35   35   42   39  8.966382 0.345140 SUCCESS  14
000011111   44   34   39   32   40   37   35   40  3.225252 0.919437 SUCCESS  15
000100011   34   33   37   41   39   41   35   40  2.214409 0.973723 SUCCESS  16
000100101   29   32   36   36   42   30   49   46 11.139662 0.193911 SUCCESS  17
000100111   38   42   33   35   43   29   31   41  5.538430 0.698779 SUCCESS  18
000101001   35   47   42   33   36   37   35   37  4.405562 0.818805 SUCCESS  19
000101011   46   30   37   38   36   44   38   37  5.398531 0.714254 SUCCESS  20
000101101   30   35   36   39   28   37   36   43  4.738758 0.785098 SUCCESS  21
000101111   48   26   40   20   43   42   39   38 17.151321 0.028571 SUCCESS  22
000110011   35   34   30   52   42   47   31   46 15.444516 0.051057 SUCCESS  23
000110101   35   30   24   28   40   30   30   41 11.220423 0.189520 SUCCESS  24
000110111   36   36   44   39   37   32   33   27  5.303648 0.724683 SUCCESS  25
000111001   36   29   42   36   37   48   47   37  9.204033 0.325378 SUCCESS  26
000111011   36   46   43   33   30   38   42   23 11.362749 0.181980 SUCCESS  27
000111101   34   33   37   52   40   33   35   41  8.567870 0.380049 SUCCESS  28
000111111   41   34   38   33   36   38   40   43  2.704936 0.951489 SUCCESS  29
001000011   46   34   36   40   39   41   42   35  4.622470 0.797059 SUCCESS  30
001000101   49   37   33   34   33   42   42   35  6.986180 0.538125 SUCCESS  31
001000111   30   25   37   33   28   46   34   36 10.194575 0.251634 SUCCESS  32
001001011   37   38   33   40   26   43   34   52 11.969122 0.152587 SUCCESS  33
001001101   33   32   46   42   32   29   41   30  8.291604 0.405516 SUCCESS  34
001001111   34   35   30   29   48   33   31   36  8.062779 0.427362 SUCCESS  35
001010011   30   45   44   38   40   42   37   34  6.165545 0.628694 SUCCESS  36
001010101   31   34   38   35   32   40   40   41  3.002385 0.934208 SUCCESS  37
001010111   41   31   34   36   26   37   35   40  5.214501 0.734423 SUCCESS  38
001011011   37   31   32   33   29   47   37   48 10.215096 0.250252 SUCCESS  39
001011101   39   41   32   40   39   46   36   39  4.458961 0.813525 SUCCESS  40
001011111   37   33   40   24   35   40   34   40  6.100451 0.635981 SUCCESS  41
001100101   43   39   39   42   37   40   32   38  3.284609 0.915249 SUCCESS  42
001100111   30   36   35   41   39   36   30   46  5.758428 0.674271 SUCCESS  43
001101011   38   41   32   35   39   30   35   37  2.743772 0.949394 SUCCESS  44
001101101   40   34   36   29   35   37   37   42  3.064832 0.930223 SUCCESS  45
001101111   47   38   47   43   34   33   30   35  9.177333 0.327558 SUCCESS  46
001110101   38   36   32   33   46   28   40   37  5.945768 0.653307 SUCCESS  47
001110111   31   51   36   41   34   35   34   26 10.928711 0.205771 SUCCESS  48
001111011   35   38   36   40   45   39   38   40  2.996207 0.934595 SUCCESS  49
001111101   35   37   38   34   28   39   40   39  3.064832 0.930223 SUCCESS  50
001111111   28   38   35   32   30   39   38   30  5.500035 0.703036 SUCCESS  51
010000011   34   47   32   37   37   35   36   19 12.688915 0.123011 SUCCESS  52
010000111   45   23   48   35   34   33   43   36 12.682736 0.123242 SUCCESS  53
010001011   46   28   40   36   39   41   41   39  6.335012 0.609760 SUCCESS  54
010001111   31   31   40   31   27   35   34   41  6.403858 0.602090 SUCCESS  55
010010011   35   36   31   32   50   43   33   36  8.169579 0.417083 SUCCESS  56
010010111   41   39   44   37   23   43   35   51 14.564524 0.068187 SUCCESS  57
010011011   33   35   38   42   30   36   43   33  4.081633 0.849684 SUCCESS  58
010011111   27   40   37   34   39   40   33   25  7.786293 0.454619 SUCCESS  59
010100011   30   33   44   27   42   36   35   47  9.706696 0.286218 SUCCESS  60
010100111   28   39   37   27   35   42   43   25 10.717760 0.218210 SUCCESS  61
010101011   37   36   36   39   34   34   35   29  2.277076 0.971317 SUCCESS  62
010101111   31   40   35   43   35   39   43   32  4.429393 0.816455 SUCCESS  63
010110011   44   31   42   45   34   37   41   28  8.077343 0.425952 SUCCESS  64
010110111   39   38   26   36   32   43   35   37  5.235243 0.732163 SUCCESS  65
010111011   37   39   32   26   36   35   35   42  4.920141 0.766077 SUCCESS  66
010111111   40   51   38   32   39   47   38   40 10.425827 0.236401 SUCCESS  67
011000111   35   42   28   58   49   30   30   32 23.317442 0.002980 FAILURE  68
011001111   37   30   37   36   41   40   38   45  4.167690 0.841686 SUCCESS  69
011010111   37   42   40   33   35   32   33   43  3.712910 0.882053 SUCCESS  70
011011111   36   37   34   31   33   42   34   38  2.529732 0.960330 SUCCESS  71
011101111   41   49   28   42   35   40   32   27 11.401364 0.179978 SUCCESS  72
011111111   44   45   39   38   51   42   39   28 12.679427 0.123366 SUCCESS  73
100000000   35   34   38   40   49   23   33   37 10.583819 0.226413 SUCCESS  74
100010000   36   35   25   46   38   27   39   27 11.808923 0.159935 SUCCESS  75
100100000   32   38   36   40   47   29   39   36  5.847574 0.664301 SUCCESS  76
100101000   32   32   45   30   43   24   40   35 10.462015 0.234083 SUCCESS  77
100110000   28   50   33   34   33   38   35   41  8.758300 0.363094 SUCCESS  78
