		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 36.605469	M = 18750	N = 8	m = 9	n = 150000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
100111000   43   43   38   35   44   52   31   38 11.618052 0.169076 SUCCESS  79
101000000   40   36   30   41   44   36   31   32  5.154923 0.740897 SUCCESS  80
101000100   37   30   39   50   44   29   30   44 12.421034 0.133384 SUCCESS  81
101001000   36   41   37   35   34   42   46   34  4.331199 0.826074 SUCCESS  82
101001100   36   45   43   39   42   29   37   31  6.665119 0.573156 SUCCESS  83
101010000   43   36   46   43   32   42   35   35  6.379586 0.604793 SUCCESS  84
101010100   27   31   40   39   32   40   35   39  5.140139 0.742498 SUCCESS  85
101011000   40   36   26   42   33   21   37   38 11.639456 0.168030 SUCCESS  86
101011100   41   31   32   32   29   39   34   38  4.673443 0.791840 SUCCESS  87
101100000   40   29   40   41   31   50   35   32  9.456909 0.305228 SUCCESS  88
101100100   38   39   41   34   39   37   39   35  1.355159 0.994860 SUCCESS  89
101101000   29   35   40   34   33   31   36   39  3.650684 0.887186 SUCCESS  90
101101100   32   24   36   45   42   39   53   52 22.356909 0.004296 FAILURE  91
101110000   39   34   33   31   26   30   37   41  6.567367 0.583945 SUCCESS  92
101110100   36   31   43   44   34   41   40   31  5.547256 0.697799 SUCCESS  93
101111000   41   42   36   47   24   24   36   42 14.237727 0.075776 SUCCESS  94
101111100   44   47   37   34   24   31   37   47 13.223795 0.104378 SUCCESS  95
110000000   42   33   33   40   37   32   27   47  8.142879 0.419639 SUCCESS  96
110000010   31   33   23   35   36   44   42   30 10.164786 0.253650 SUCCESS  97
110000100   33   33   29   35   34   30   43   35  5.092697 0.747624 SUCCESS  98
110001000   46   24   26   34   42   31   40   34 12.575937 0.127297 SUCCESS  99
110001010   36   39   40   40   39   30   49   45  8.546907 0.381946 SUCCESS 100
110010000   41   36   39   36   49   33   45   40  7.750104 0.458254 SUCCESS 101
110010010   28   38   32   35   37   37   36   38  2.892497 0.940922 SUCCESS 102
110010100   44   37   42   33   37   45   36   28  6.834586 0.554580 SUCCESS 103
110011000   41   43   34   41   37   43   37   46  6.094052 0.636697 SUCCESS 104
110011010   43   39   38   46   36   47   38   27  9.587540 0.295176 SUCCESS 105
110100000   35   37   27   43   38   39   29   29  7.322465 0.502274 SUCCESS 106
110100010   33   30   44   49   44   31   32   41 11.059341 0.198359 SUCCESS 107
110100100   38   47   34   35   34   38   38   31  4.560244 0.803376 SUCCESS 108
110101000   47   40   45   33   39   50   27   43 14.724944 0.064720 SUCCESS 109
110101010   33   33   38   43   34   34   30   27  6.165987 0.628645 SUCCESS 110
110101100   41   42   35   45   42   31   45   36  7.140642 0.521537 SUCCESS 111
110110000   39   23   42   43   35   44   41   25 13.333904 0.100866 SUCCESS 112
110110010   37   34   45   27   45   41   31   37  8.220110 0.412270 SUCCESS 113
110110100   45   33   28   34   41   28   37   30  8.514691 0.384872 SUCCESS 114
110111000   33   35   36   24   30   33   44   34  8.273951 0.407178 SUCCESS 115
110111010   34   42   45   38   32   41   41   31  5.636403 0.687885 SUCCESS 116
110111100   42   46   37   52   34   28   29   40 14.255380 0.075347 SUCCESS 117
111000000   41   26   43   33   36   35   33   43  6.849591 0.552944 SUCCESS 118
111000010   43   37   38   42   47   35   36   33  5.538209 0.698803 SUCCESS 119
111000100   36   31   33   26   38   30   36   41  6.284922 0.615350 SUCCESS 120
111000110   37   36   26   42   36   36   31   45  6.912038 0.546152 SUCCESS 121
111001000   37   36   37   34   39   41   42   43  2.895145 0.940764 SUCCESS 122
111001010   40   31   42   33   32   35   38   30  4.361209 0.823153 SUCCESS 123
111001100   32   42   39   37   32   44   35   39  3.965566 0.860217 SUCCESS 124
111010000   40   37   45   33   34   29   38   31  5.455241 0.707994 SUCCESS 125
111010010   33   41   43   37   25   39   46   33  8.897977 0.350976 SUCCESS 126
111010100   41   45   40   42   39   44   29   42  7.845209 0.448735 SUCCESS 127
111010110   37   48   31   44   45   36   45   37 10.098809 0.258159 SUCCESS 128
111011000   33   38   37   36   41   49   31   30  7.441180 0.489864 SUCCESS 129
111011010   42   33   25   28   35   30   37   29 10.028197 0.263052 SUCCESS 130
111011100   36   43   36   29   27   45   34   37  7.601821 0.473299 SUCCESS 131
111100000   42   39   34   32   44   45   34   35  5.573956 0.694833 SUCCESS 132
111100010   41   35   35   37   29   25   37   48  9.804890 0.278988 SUCCESS 133
111100100   32   41   40   41   42   42   39   42  4.643212 0.794940 SUCCESS 134
111100110   32   44   46   35   33   39   32   31  6.724698 0.566606 SUCCESS 135
111101000   33   29   36   35   42   30   31   34  5.217590 0.734087 SUCCESS 136
111101010   37   39   45   44   36   41   26   39  7.595642 0.473931 SUCCESS 137
111101100   39   34   38   27   48   47   24   31 15.108892 0.057062 SUCCESS 138
111101110   38   40   39   26   34   46   37   41  6.953522 0.541656 SUCCESS 139
111110000   49   39   38   36   52   36   37   31 12.162200 0.144112 SUCCESS 140
111110010   33   39   40   37   35   36   33   34  1.501015 0.992691 SUCCESS 141
111110100   34   39   32   37   36   41   43   34  2.859618 0.942856 SUCCESS 142
111110110   34   30   40   32   28   47   39   37  7.658310 0.467539 SUCCESS 143
111111000   38   39   34   35   36   34   37   38  0.742828 0.999410 SUCCESS 144
111111010   41   48   33   31   46   45   39   41 10.657740 0.221856 SUCCESS 145
111111100   30   39   45   44   32   36   36   26  8.725642 0.365967 SUCCESS 146
111111110   44   45   39   38   51   42   39   28 12.679427 0.123366 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 36.605469	M = 18750	N = 8	m = 9	n = 150000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   33   47   30   39   35   39   40   43  6.528310 0.588269 SUCCESS   0
000000011   26   39   28   31   33   30   39   45 10.069682 0.260169 SUCCESS   1
000000101   30   31   39   42   46   42   39   37  6.584799 0.582018 SUCCESS   2
000000111   35   45   27   31   28   36   29   37  9.296710 0.317888 SUCCESS   3
000001001   40   35   33   33   33   37   42   37  2.330476 0.969168 SUCCESS   4
000001011   29   30   36   42   45   35   37   35  5.838748 0.665289 SUCCESS   5
000001101   37   27   37   35   50   32   36   33  8.731600 0.365441 SUCCESS   6
000001111   40   34   38   33   29   27   32   33  6.145245 0.630966 SUCCESS   7
000010001   36   42   38   36   31   36   37   31  2.687283 0.952425 SUCCESS   8
000010011   52   44   36   26   39   37   49   32 16.529722 0.035396 SUCCESS   9
000010101   35   37   36   29   46   44   33   33  6.492784 0.592208 SUCCESS  10
000010111   27   34   39   39   44   31   39   29  7.349165 0.499471 SUCCESS  11
000011001   49   41   22   42   42   39   48   45 18.372894 0.018598 SUCCESS  12
000011011   49   37   42   31   40   32   36   28  9.079360 0.335646 SUCCESS  13
000011101   27   50   37   34   38   47   32   32 12.174336 0.143593 SUCCESS  14
000011111   40   40   36   28   31   34   36   39  4.004402 0.856726 SUCCESS  15
000100011   45   41   36   40   31   42   42   37  5.407358 0.713281 SUCCESS  16
000100101   50   36   35   35   37   46   51   40 13.898352 0.084454 SUCCESS  17
000100111   35   39   32   30   36   38   37   23  7.364170 0.497899 SUCCESS  18
000101001   35   38   33   34   40   38   37   46  3.564185 0.894152 SUCCESS  19
000101011   35   32   32   35   52   38   32   42  9.513398 0.300852 SUCCESS  20
000101101   25   31   36   41   29   26   33   39 10.587129 0.226208 SUCCESS  21
000101111   32   32   47   32   41   32   31   32  7.480017 0.485835 SUCCESS  22
000110011   35   33   39   45   33   41   35   34  3.769399 0.877307 SUCCESS  23
000110101   34   31   24   39   47   37   42   30 10.839564 0.210956 SUCCESS  24
000110111   41   36   34   26   39   33   33   23 10.048940 0.261608 SUCCESS  25
000111001   28   48   33   35   30   37   37   37  7.444270 0.489543 SUCCESS  26
000111011   23   51   40   30   34   44   38   37 14.433894 0.071134 SUCCESS  27
000111101   40   32   34   46   47   31   33   40  8.240852 0.410304 SUCCESS  28
000111111   34   39   36   37   29   37   40   33  2.699198 0.951795 SUCCESS  29
001000011   30   42   39   35   36   37   40   31  3.516744 0.897886 SUCCESS  30
001000101   36   38   37   38   38   34   31   49  5.597787 0.692184 SUCCESS  31
001000111   34   44   33   38   18   40   35   38 12.388597 0.134690 SUCCESS  32
001001011   49   33   37   26   42   37   37   34  8.909893 0.349954 SUCCESS  33
001001101   40   32   46   41   45   28   27   35 10.723497 0.217864 SUCCESS  34
001001111   27   38   33   34   34   35   34   35  3.748878 0.879040 SUCCESS  35
001010011   35   42   33   34   40   38   41   49  6.718519 0.567284 SUCCESS  36
001010101   30   40   51   38   25   31   45   36 14.157407 0.077754 SUCCESS  37
001010111   33   39   30   37   42   31   36   34  3.677384 0.884996 SUCCESS  38
001011011   36   34   33   40   42   35   37   31  2.681325 0.952739 SUCCESS  39
001011101   43   34   34   38   35   30   33   43  4.420567 0.817327 SUCCESS  40
001011111   32   28   49   37   46   30   36   26 13.946456 0.083172 SUCCESS  41
001100101   37   52   30   38   34   26   41   49 16.238451 0.039092 SUCCESS  42
001100111   36   38   35   42   37   31   30   39  3.246214 0.917970 SUCCESS  43
001101011   36   37   26   33   35   40   35   30  5.262164 0.729223 SUCCESS  44
001101101   40   38   46   36   33   36   32   33  4.227269 0.836058 SUCCESS  45
001101111   29   30   33   36   33   28   27   25 12.112551 0.146252 SUCCESS  46
001110101   41   32   37   40   41   36   39   34  2.383875 0.966926 SUCCESS  47
001110111   34   52   37   35   32   32   34   35  8.425324 0.393063 SUCCESS  48
001111011   35   29   39   37   44   30   44   37  6.198424 0.625016 SUCCESS  49
001111101   41   40   38   38   31   43   36   38  3.088443 0.928685 SUCCESS  50
001111111   40   34   35   35   27   42   30   44  6.867465 0.550998 SUCCESS  51
010000011   42   35   40   33   41   32   35   31  3.692168 0.883775 SUCCESS  52
010000111   28   43   38   34   43   40   29   28  8.698942 0.368326 SUCCESS  53
010001011   36   32   42   31   36   35   30   39  3.796320 0.875017 SUCCESS  54
010001111   31   39   39   38   29   39   39   27  5.829922 0.666276 SUCCESS  55
010010011   32   39   37   34   40   36   38   38  1.402821 0.994206 SUCCESS  56
010010111   38   24   37   34   32   41   45   35  7.946712 0.438693 SUCCESS  57
010011011   38   27   40   30   40   41   29   30  7.955759 0.437804 SUCCESS  58
010011111   32   38   35   40   31   49   27   48 12.551885 0.128226 SUCCESS  59
010100011   26   35   47   42   30   40   34   38  8.927766 0.348426 SUCCESS  60
010100111   32   37   36   46   26   46   30   51 15.860901 0.044415 SUCCESS  61
010101011   41   44   45   32   25   40   37   36  8.823615 0.357394 SUCCESS  62
010101111   29   35   35   44   34   36   33   45  5.883321 0.660300 SUCCESS  63
010110011   45   30   27   33   44   48   30   37 12.644121 0.124695 SUCCESS  64
010110111   54   31   31   33   43   27   26   41 18.171211 0.019979 SUCCESS  65
010111011   39   44   43   33   28   28   34   38  7.658310 0.467539 SUCCESS  66
010111111   30   29   38   44   45   33   39   31  7.872350 0.446038 SUCCESS  67
011000111   42   34   39   42   44   41   57   33 16.202483 0.039572 SUCCESS  68
011001111   37   36   37   35   31   43   32   47  5.785128 0.671286 SUCCESS  69
011010111   38   26   24   42   34   44   33   32 11.244034 0.188252 SUCCESS  70
011011111   32   28   41   34   40   29   33   30  6.986621 0.538077 SUCCESS  71
011101111   38   43   41   35   37   34   38   31  2.966638 0.936434 SUCCESS  72
011111111   38   34   37   33   34   40   38   36  1.200697 0.996635 SUCCESS  73
100000000   33   47   30   39   35   39   40   43  6.528310 0.588269 SUCCESS  74
100010000   31   34   40   34   48   47   39   34  8.668932 0.370989 SUCCESS  75
100100000   44   35   21   38   39   29   29   40 12.305408 0.138089 SUCCESS  76
100101000   37   40   39   33   39   45   41   31  4.444177 0.814992 SUCCESS  77
100110000   37   44   45   30   56   27   37   35 18.078754 0.020644 SUCCESS  78
100111000   40   34   41   34   33   49   54   31 15.393985 0.051922 SUCCESS  79
101000000   31   41   29   50   40   41   35   36  9.088186 0.334911 SUCCESS  80
101000100   38   39   48   40   57   41   35   35 16.648437 0.033985 SUCCESS  81
101001000   41   29   37   37   37   38   31   41  3.680253 0.884759 SUCCESS  82
101001100   27   46   42   36   45   26   47   44 15.694303 0.046971 SUCCESS  83
101010000   35   42   36   42   25   36   43   31  7.583947 0.475128 SUCCESS  84
101010100   30   38   52   41   32   35   42   29 11.654020 0.167321 SUCCESS  85
101011000   37   40   38   43   35   42   39   34  2.788124 0.946942 SUCCESS  86
101011100   40   34   26   33   40   40   35   26  7.961717 0.437219 SUCCESS  87
101100000   34   40   33   30   39   28   30   32  6.201734 0.624646 SUCCESS  88
101100100   36   34   48   50   34   38   34   46 11.867839 0.157199 SUCCESS  89
101101000   39   36   43   36   42   31   31   34  4.126206 0.845561 SUCCESS  90
101101100   32   41   38   40   33   30   35   26  6.374069 0.605407 SUCCESS  91
101110000   33   29   40   36   44   37   55   35 13.515066 0.095314 SUCCESS  92
101110100   43   38   44   39   41   43   35   36  4.699701 0.789137 SUCCESS  93
101111000   33   54   38   37   34   36   33   35  9.614460 0.293135 SUCCESS  94
101111100   30   22   37   27   31   32   34   44 13.090516 0.108773 SUCCESS  95
110000000   31   41   40   26   32   45   38   48 11.246682 0.188110 SUCCESS  96
110000010   35   37   34   31   46   37   48   26 10.497541 0.231825 SUCCESS  97
110000100   40   39   37   36   34   27   48   28  9.058618 0.337375 SUCCESS  98
110001000   35   38   30   42   38   34   36   38  2.493985 0.962011 SUCCESS  99
110001010   40   34   30   47   41   40   38   54 14.273033 0.074921 SUCCESS 100
110010000   40   41   30   35   35   32   40   48  6.840544 0.553931 SUCCESS 101
110010010   29   32   37   41   35   39   35   29  4.723974 0.786630 SUCCESS 102
110010100   35   41   29   29   31   44   35   46  8.883193 0.352245 SUCCESS 103
110011000   39   34   42   39   45   38   43   42  5.359695 0.718530 SUCCESS 104
110011010   42   46   28   27   27   32   32   33 12.183604 0.143198 SUCCESS 105
110100000   38   32   31   43   43   30   33   38  5.505772 0.702400 SUCCESS 106
110100010   36   43   51   37   47   36   35   30 11.389228 0.180605 SUCCESS 107
110100100   41   28   44   45   36   31   31   40  8.282557 0.406367 SUCCESS 108
110101000   27   35   31   39   25   38   31   26 11.651593 0.167439 SUCCESS 109
110101010   41   42   46   35   32   44   34   29  7.901918 0.443109 SUCCESS 110
110101100   39   37   33   39   36   47   46   32  6.849371 0.552968 SUCCESS 111
110110000   32   34   27   34   37   24   31   39  9.130332 0.331421 SUCCESS 112
110110010   33   43   49   39   43   35   20   35 15.111761 0.057008 SUCCESS 113
110110100   43   34   41   36   40   34   33   24  7.274803 0.507295 SUCCESS 114
110111000   33   37   37   33   49   31   38   42  6.846502 0.553281 SUCCESS 115
110111010   43   49   44   39   37   39   31   33  8.621270 0.375245 SUCCESS 116
110111100   34   42   35   34   27   35   40   31  5.169928 0.739269 SUCCESS 117
111000000   37   26   42   36   34   47   45   28 11.338917 0.183225 SUCCESS 118
111000010   33   36   32   37   32   36   47   30  5.874495 0.661288 SUCCESS 119
111000100   31   40   29   40   41   40   29   37  5.681197 0.682893 SUCCESS 120
111000110   36   46   35   35   36   39   36   42  3.653332 0.886969 SUCCESS 121
111001000   30   31   29   27   41   35   33   36  7.355344 0.498823 SUCCESS 122
111001010   30   33   32   42   21   40   35   31 11.184676 0.191453 SUCCESS 123
111001100   37   40   36   34   33   32   31   37  2.390054 0.966661 SUCCESS 124
111010000   46   41   29   36   36   42   31   37  6.406506 0.601796 SUCCESS 125
111010010   45   36   41   47   35   34   31   34  6.941606 0.542946 SUCCESS 126
111010100   33   41   41   41   28   41   31   31  6.415553 0.600789 SUCCESS 127
111010110   48   36   34   35   40   27   43   31  8.915851 0.349444 SUCCESS 128
111011000   45   31   28   40   48   30   35   37 10.271585 0.246479 SUCCESS 129
111011010   29   29   35   40   33   37   34   27  6.835028 0.554532 SUCCESS 130
111011100   31   43   34   28   34   30   38   41  6.350238 0.608063 SUCCESS 131
111100000   32   30   37   32   30   46   38   36  6.225344 0.622006 SUCCESS 132
111100010   26   39   29   34   39   40   29   47 10.337121 0.242157 SUCCESS 133
111100100   32   29   33   34   35   32   28   33  5.922378 0.655926 SUCCESS 134
111100110   40   34   40   27   26   33   32   36  7.602042 0.473276 SUCCESS 135
111101000   32   41   34   30   43   36   35   37  3.811104 0.873751 SUCCESS 136
111101010   39   38   50   46   27   57   38   35 22.258716 0.004458 FAILURE 137
111101100   48   36   32   47   42   32   36   42  9.581582 0.295629 SUCCESS 138
111101110   31   41   37   30   47   32   36   41  6.876291 0.550037 SUCCESS 139
111110000   36   26   34   29   26   34   35   42  9.275968 0.319553 SUCCESS 140
111110010   24   33   37   33   32   38   34   43  7.227361 0.512313 SUCCESS 141
111110100   29   38   40   34   41   41   39   33  3.825888 0.872481 SUCCESS 142
111110110   40   31   31   48   34   32   34   37  6.754487 0.563339 SUCCESS 143
111111000   40   30   33   38   35   37   36   47  5.119176 0.744766 SUCCESS 144
111111010   30   33   36   36   42   38   38   28  4.643654 0.794895 SUCCESS 145
111111100   28   31   36   42   40   40   35   43  5.690023 0.681908 SUCCESS 146
111111110   38   34   37   33   34   40   38   36  1.200697 0.996635 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 36.605469	M = 18750	N = 8	m = 9	n = 150000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   41   35   40   39   24   37   32   33  6.564278 0.584287 SUCCESS   0
000000011   38   33   29   33   43   34   38   27  6.430558 0.599120 SUCCESS   1
000000101   27   38   43   39   27   44   26   35 11.377754 0.181200 SUCCESS   2
000000111   27   33   49   37   29   34   38   28 11.288607 0.185876 SUCCESS   3
000001001   43   40   36   30   44   30   41   32  6.644377 0.575442 SUCCESS   4
000001011   30   35   31   38   29   36   38   34  4.138343 0.844431 SUCCESS   5
000001101   42   44   28   47   34   38   33   38  8.178405 0.416240 SUCCESS   6
000001111   35   38   48   36   39   35   42   45  6.852239 0.552656 SUCCESS   7
000010001   41   28   36   34   35   32   32   32  4.709190 0.788158 SUCCESS   8
000010011   36   37   44   36   37   30   45   39  4.958536 0.761999 SUCCESS   9
000010101   35   30   37   40   37   35   40   36  2.048031 0.979504 SUCCESS  10
000010111   33   31   29   28   24   37   43   34 10.819043 0.212165 SUCCESS  11
000011001   37   35   44   25   51   29   40   34 13.429008 0.097917 SUCCESS  12
000011011   39   39   25   45   25   38   27   33 12.950618 0.113560 SUCCESS  13
000011101   34   41   39   26   30   35   31   30  7.500979 0.483666 SUCCESS  14
000011111   33   39   40   42   40   43   39   38  3.373756 0.908764 SUCCESS  15
000100011   43   34   37   32   37   30   34   30  4.610996 0.798228 SUCCESS  16
000100101   35   40   33   29   49   44   23   29 15.144639 0.056393 SUCCESS  17
000100111   42   28   45   35   39   35   46   41  8.249678 0.409469 SUCCESS  18
000101001   33   43   38   35   38   35   31   43  3.819930 0.872993 SUCCESS  19
000101011   38   38   43   31   38   26   39   33  5.913110 0.656964 SUCCESS  20
000101101   23   33   36   43   43   39   35   33  8.517560 0.384611 SUCCESS  21
000101111   34   28   25   36   36   56   42   46 20.047041 0.010160 SUCCESS  22
000110011   40   45   35   31   36   29   35   36  5.003330 0.757220 SUCCESS  23
000110101   47   39   35   32   39   22   33   31 11.327223 0.183839 SUCCESS  24
000110111   50   35   42   37   33   27   29   38 10.628393 0.223657 SUCCESS  25
000111001   31   33   47   33   30   36   28   27 10.613829 0.224554 SUCCESS  26
000111011   51   28   43   21   31   38   36   24 21.418001 0.006116 FAILURE  27
000111101   38   42   32   40   39   35   29   38  3.724826 0.881058 SUCCESS  28
000111111   37   28   39   29   34   45   34   30  7.497890 0.483985 SUCCESS  29
001000011   42   36   35   34   33   48   24   39  9.781058 0.280730 SUCCESS  30
001000101   30   35   33   34   28   40   37   27  6.891517 0.548381 SUCCESS  31
001000111   44   29   40   32   38   32   31   24 10.132128 0.255874 SUCCESS  32
001001011   33   35   36   32   47   40   32   31  5.913110 0.656964 SUCCESS  33
001001101   34   32   36   40   42   32   47   37  5.603745 0.691521 SUCCESS  34
001001111   47   24   46   37   35   37   49   39 14.615056 0.067077 SUCCESS  35
001010011   24   45   45   33   51   47   28   42 20.653415 0.008127 FAILURE  36
001010101   30   37   34   38   38   46   35   34  4.295673 0.829510 SUCCESS  37
001010111   40   42   43   34   33   36   41   37  3.421418 0.905202 SUCCESS  38
001011011   30   34   36   48   42   31   31   23 12.926786 0.114394 SUCCESS  39
001011101   38   31   43   40   29   34   42   43  6.225124 0.622031 SUCCESS  40
001011111   24   35   27   25   39   39   31   37 12.186693 0.143066 SUCCESS  41
001100101   41   31   39   28   39   35   50   37  8.993082 0.342880 SUCCESS  42
001100111   36   42   46   33   27   33   39   32  7.426396 0.491402 SUCCESS  43
001101011   34   35   42   33   41   26   37   42  6.002257 0.646979 SUCCESS  44
001101101   37   35   36   33   32   40   34   42  2.392923 0.966537 SUCCESS  45
001101111   43   37   28   35   35   38   20   35 11.312438 0.184617 SUCCESS  46
001110101   40   37   38   32   41   41   34   45  4.256837 0.833239 SUCCESS  47
001110111   43   29   36   31   34   30   37   24  9.602986 0.294004 SUCCESS  48
001111011   41   40   37   33   39   38   43   37  2.618658 0.955968 SUCCESS  49
001111101   37   49   34   32   29   34   39   46  9.614460 0.293135 SUCCESS  50
001111111   37   36   40   41   30   40   32   35  3.115363 0.926911 SUCCESS  51
010000011   44   58   43   35   27   28   38   46 22.945630 0.003435 FAILURE  52
010000111   30   28   40   34   29   46   25   35 11.844670 0.158270 SUCCESS  53
010001011   30   37   25   45   42   45   36   42 10.675834 0.220752 SUCCESS  54
010001111   43   38   31   28   37   36   33   30  5.803222 0.669263 SUCCESS  55
010010011   33   35   40   26   48   41   36   39  8.327130 0.402185 SUCCESS  56
010010111   31   37   35   37   38   38   35   44  2.696109 0.951959 SUCCESS  57
010011011   33   43   36   36   34   38   40   38  2.169835 0.975357 SUCCESS  58
010011111   39   34   38   39   29   34   39   46  5.050771 0.752136 SUCCESS  59
010100011   46   37   41   38   44   35   33   39  5.243849 0.731224 SUCCESS  60
010100111   25   44   43   34   38   40   33   37  7.447138 0.489245 SUCCESS  61
010101011   34   31   35   30   40   40   41   35  3.653553 0.886951 SUCCESS  62
010101111   39   52   47   44   30   38   43   31 14.781433 0.063537 SUCCESS  63
010110011   34   42   36   37   35   40   40   30  2.984512 0.935326 SUCCESS  64
010110111   27   33   28   35   40   27   31   29 10.590218 0.226016 SUCCESS  65
010111011   47   28   40   52   35   33   37   42 13.428788 0.097923 SUCCESS  66
010111111   42   36   30   26   36   33   32   37  6.222476 0.622327 SUCCESS  67
011000111   41   42   32   40   40   35   30   38  3.977481 0.859149 SUCCESS  68
011001111   30   42   42   35   28   34   41   32  6.376938 0.605088 SUCCESS  69
011010111   30   33   36   33   35   38   36   39  2.277076 0.971317 SUCCESS  70
011011111   30   46   39   36   30   44   32   36  7.283629 0.506363 SUCCESS  71
011101111   42   27   37   33   44   30   37   43  7.735541 0.459720 SUCCESS  72
011111111   40   33   29   38   36   30   40   37  3.953871 0.861261 SUCCESS  73
100000000   41   35   40   39   24   37   32   33  6.564278 0.584287 SUCCESS  74
100010000   25   34   38   43   34   48   45   40 11.380402 0.181062 SUCCESS  75
100100000   44   40   39   44   26   25   34   40 11.074346 0.197522 SUCCESS  76
100101000   37   34   38   35   41   32   34   29  3.293877 0.914585 SUCCESS  77
100110000   37   36   38   32   40   42   41   30  3.593975 0.891775 SUCCESS  78
100111000   26   33   42   25   29   33   28   25 16.066777 0.041434 SUCCESS  79
101000000   46   31   37   41   39   41   40   28  7.054584 0.530755 SUCCESS  80
101000100   27   27   37   32   39   45   43   45 11.112962 0.195380 SUCCESS  81
101001000   47   37   46   43   29   29   35   38 10.099029 0.258144 SUCCESS  82
101001100   35   36   40   37   41   47   39   32  4.771195 0.781728 SUCCESS  83
101010000   45   38   38   40   36   48   40   35  6.501390 0.591253 SUCCESS  84
101010100   40   43   25   43   39   42   36   33  7.800856 0.453161 SUCCESS  85
101011000   41   33   47   30   50   36   45   36 12.275178 0.139342 SUCCESS  86
101011100   31   29   38   28   38   27   32   42  8.749694 0.363850 SUCCESS  87
101100000   37   41   31   49   52   40   36   38 12.860809 0.116729 SUCCESS  88
101100100   33   42   35   36   30   38   39   33  3.088663 0.928671 SUCCESS  89
101101000   43   38   41   38   35   30   38   33  3.537486 0.896261 SUCCESS  90
101101100   33   45   40   47   43   34   35   39  7.316066 0.502947 SUCCESS  91
101110000   33   41   36   39   37   33   36   26  4.643654 0.794895 SUCCESS  92
101110100   33   30   33   30   39   38   37   31  4.307809 0.828339 SUCCESS  93
101111000   36   26   28   38   28   36   34   40  7.952891 0.438085 SUCCESS  94
101111100   24   49   23   34   36   40   42   42 16.226756 0.039247 SUCCESS  95
110000000   38   38   33   30   40   31   31   32  4.408872 0.818479 SUCCESS  96
110000010   33   38   42   35   48   26   37   29  9.798932 0.279423 SUCCESS  97
110000100   33   40   44   35   44   36   39   39  4.188432 0.839735 SUCCESS  98
110001000   30   40   39   36   32   37   39   32  3.094621 0.928280 SUCCESS  99
110001010   40   30   42   23   39   30   34   39  9.356067 0.313154 SUCCESS 100
110010000   37   39   37   40   32   34   24   41  6.320449 0.611385 SUCCESS 101
110010010   27   42   47   31   40   37   32   33  8.663195 0.371500 SUCCESS 102
110010100   37   34   39   27   50   38   47   33 11.505295 0.174678 SUCCESS 103
110011000   25   35   36   29   31   39   35   38  6.698218 0.569515 SUCCESS 104
110011010   39   41   40   52   35   41   40   39  8.832221 0.356647 SUCCESS 105
110100000   34   44   34   40   34   27   46   34  7.735541 0.459720 SUCCESS 106
110100010   32   33   33   34   40   47   34   50 10.161476 0.253875 SUCCESS 107
110100100   37   29   47   49   38   32   38   28 11.829445 0.158977 SUCCESS 108
110101000   42   34   45   36   43   43   43   41  7.024574 0.533984 SUCCESS 109
110101010   44   37   26   35   41   36   42   34  6.367891 0.606096 SUCCESS 110
110101100   36   40   42   33   49   35   33   33  6.671077 0.572500 SUCCESS 111
110110000   40   42   29   45   56   34   42   32 17.008333 0.030022 SUCCESS 112
110110010   42   50   38   37   33   41   32   31  8.347872 0.400247 SUCCESS 113
110110100   46   39   45   45   21   33   39   32 14.641976 0.066492 SUCCESS 114
110111000   49   40   45   36   31   29   36   29 10.830517 0.211489 SUCCESS 115
110111010   29   33   31   34   41   28   42   31  7.426617 0.491379 SUCCESS 116
110111100   41   36   35   31   45   38   26   34  6.929911 0.544213 SUCCESS 117
111000000   27   37   39   40   23   27   30   30 13.396792 0.098907 SUCCESS 118
111000010   29   43   35   39   33   41   32   23  9.763406 0.282026 SUCCESS 119
111000100   32   39   38   38   34   43   42   34  3.231210 0.919021 SUCCESS 120
111000110   46   41   44   44   33   31   36   38  7.446918 0.489268 SUCCESS 121
111001000   39   36   45   29   33   38   30   33  5.818006 0.667610 SUCCESS 122
111001010   39   36   40   35   43   46   36   41  4.774064 0.781429 SUCCESS 123
111001100   26   32   41   22   25   42   41   33 15.885174 0.044053 SUCCESS 124
111010000   25   37   23   33   34   32   51   34 16.238892 0.039086 SUCCESS 125
